@RELATION Edge_dp_16
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
1.1322,0.3108,-1.9912,-1.7082,1.8447,-2.0803,-0.3721,3.0324,-3.7272,-0.5304,6.1083,-6.6151,6.4152,-3.163,0.7581,3
1.3324,0.3302,-1.8102,-1.7539,1.9696,-2.333,-0.3202,2.6582,-3.3883,-0.4613,5.6681,-6.1708,5.9219,-2.4856,0.906,3
1.4532,0.8262,-3.4487,-3.0798,-0.0184,-2.9839,0.0405,4.013,-4.0794,-0.0295,13.4332,-12.8098,13.1455,-8.5571,1.4569,3
1.2424,-0.0037,-1.5993,-1.9968,2.3352,-2.1928,-0.013,2.8973,-3.8643,-0.4955,6.6543,-7.2884,6.7614,-3.3502,0.9411,3
1.0425,0.2504,-2.0133,-1.8156,2.2724,-2.5111,-0.5695,2.7644,-3.1495,-0.5037,6.5786,-6.9403,6.6079,-2.9576,0.9048,3
1.1323,0.3603,-1.7343,-1.77,2.4548,-2.6786,-0.4028,2.8397,-3.4058,-0.4185,6.655,-7.2659,6.9146,-3.1216,1.0651,3
1.1172,0.2625,-2.1047,-1.7475,2.1794,-2.7426,-0.3938,2.9335,-3.0342,-0.3373,7.042,-7.4617,7.2099,-3.3363,0.8913,3
0.8572,0.1803,-2.0423,-1.703,2.116,-2.8355,-0.4556,2.8044,-2.864,-0.1901,7.5429,-7.7203,7.418,-3.5564,0.9395,3
0.9444,0.0376,-1.8926,-1.7237,2.4005,-2.2044,-0.3416,3.0747,-3.619,-0.3572,6.921,-7.4718,7.1652,-3.8956,0.9092,3
1.1856,0.0695,-1.8334,-2.0161,2.2016,-2.2074,0.0608,2.9655,-3.8133,-0.4001,6.9397,-7.5586,7.1933,-3.4959,0.9581,3
0.9517,0.493,-2.2527,-1.6227,2.5265,-3.7179,-1.294,1.8692,-2.1979,0.8696,12.6189,-10.5922,11.4207,-9.0037,-0.1849,5
0.436,-0.1252,-3.0059,-1.2988,1.9111,-2.746,-1.271,1.9528,-2.3425,0.4964,14.4772,-13.0207,11.9167,-9.2124,-0.3293,5
0.9848,0.2499,-3.0673,-1.6365,1.5777,-2.8614,-1.666,1.8522,-1.9012,0.4655,12.5729,-10.9559,10.7501,-8.0504,-0.3331,5
0.593,-0.0641,-2.7476,-1.5951,1.8874,-2.6056,-1.0662,2.3662,-2.3718,0.4148,12.8668,-11.7338,11.5473,-8.783,0.1086,5
0.7742,0.0979,-2.6289,-1.5612,1.9695,-2.9096,-1.1996,2.1822,-2.1652,0.4594,11.8641,-10.6517,11.3451,-8.2143,-0.1276,5
0.1791,-0.3886,-3.0004,-1.5745,1.6962,-2.4463,-1.0677,2.4496,-2.4462,0.3446,17.1712,-16.0528,14.0154,-11.0691,0.2805,5
1.2396,0.8678,-3.1479,-1.5407,1.5806,-3.1124,-1.8861,1.8551,-1.7621,0.5047,13.5167,-12.1265,11.0462,-8.3012,-0.4206,5
0.4061,0.0624,-2.8115,-1.5932,2.0236,-2.933,-1.2426,2.4123,-2.1693,0.5657,13.0858,-11.8119,12.638,-8.9934,-0.2291,5
1.6537,0.7898,-3.1888,-1.5314,1.9948,-3.5707,-1.7835,2.1098,-1.9838,0.6044,11.6949,-10.2414,10.501,-7.568,-0.3819,5
1.5026,0.9029,-2.483,-1.4453,1.8934,-3.2882,-1.6306,2.4594,-2.1393,0.448,10.6395,-9.2885,9.6928,-6.4181,0.1584,5
1.2947,0.6126,-3.0132,-1.5683,2.0422,-3.3754,-1.6415,1.9459,-2.0114,0.5548,12.6503,-11.0357,11.5636,-8.6082,-0.5703,5
-0.5225,-2.2451,-5.6935,-1.9653,0.5259,-2.1035,-1.1529,1.4293,-1.5439,0.2663,13.2985,-11.8995,11.3264,-7.6824,-1.1259,0
-1.2895,-2.1082,-5.2378,-1.8691,0.652,-2.0248,-1.2207,1.5068,-1.5829,0.2898,15.583,-13.8516,12.9677,-9.052,-2.177,0
0.2153,-2.8787,-6.0802,-3.0401,-0.5986,-1.7756,-0.1749,0.9686,-1.0224,0.0538,17.5949,-16.1623,14.7229,-12.241,0.5246,0
-1.0917,-2.4636,-5.61,-1.9623,0.4057,-1.8173,-1.1609,1.5204,-1.5006,0.2869,14.1816,-12.6974,12.9085,-9.2015,-1.5996,0
-0.2567,-2.7302,-6.1507,-2.1202,0.3801,-1.8102,-1.3201,1.4668,-1.5335,0.2467,13.7514,-12.2379,11.9345,-8.6109,-1.1601,0
-1.5703,-2.852,-5.6259,-1.8464,0.4163,-1.8382,-1.3148,1.3725,-1.4137,0.2761,14.3058,-12.6695,12.076,-7.8556,-2.1061,0
-1.6045,-2.4773,-5.3089,-1.9195,0.4528,-1.8703,-1.1845,1.4175,-1.4404,0.2099,14.2337,-12.6718,12.8326,-8.216,-2.4511,0
-1.1709,-2.2614,-5.4335,-1.8367,0.6734,-2.1543,-1.2971,1.4579,-1.523,0.2908,15.5124,-14.1387,13.2089,-9.2447,-1.8711,0
-1.7762,-2.6053,-5.0455,-1.8167,0.7078,-1.8537,-0.9707,1.6111,-1.7324,0.246,14.9276,-13.4918,12.2245,-8.4597,-1.3145,0
0.1801,-1.1442,-4.0722,-1.4685,1.1081,-2.365,-1.1126,2.2433,-1.6802,0.1757,12.6582,-11.9465,11.1987,-7.8157,-0.0495,7
0.8214,-0.0889,-3.6482,-1.44,0.9245,-2.6277,-1.3831,2.048,-1.6142,0.256,12.964,-12.26,10.5746,-7.4172,-0.3555,7
0.6092,-0.1233,-3.4668,-1.5593,1.2185,-2.6364,-1.5158,2.0525,-1.6464,0.3518,13.1854,-12.3223,11.3033,-7.9671,-0.6854,7
0.7916,0.1823,-3.3174,-1.5102,1.2394,-2.9059,-1.6196,1.7706,-1.3853,0.4531,15.3578,-14.3787,11.7904,-8.7959,-0.401,7
0.5787,0.2701,-2.8706,-1.3273,1.5202,-2.7471,-1.8134,1.96,-1.3736,0.4939,14.0057,-13.1491,12.4546,-8.5423,-0.9955,7
0.7486,0.0079,-3.1249,-1.5525,1.2911,-2.7644,-1.4734,2.016,-1.7348,0.5387,13.6916,-12.5985,11.5688,-8.6855,-0.3129,7
0.834,-0.1048,-3.3044,-1.609,1.4449,-2.639,-1.3856,2.1923,-1.7776,0.2963,12.9079,-12.2561,11.2032,-8.1449,-0.1413,7
0.4147,-0.1123,-2.9768,-1.5251,1.5813,-2.7607,-1.3998,2.1169,-1.7497,0.3629,13.3112,-12.3866,10.9219,-7.7032,-0.4537,7
1.2021,0.7105,-3.1642,-1.4417,1.1979,-2.7511,-1.5863,2.0365,-1.706,0.4213,13.1445,-11.992,10.7899,-7.6421,-0.4296,7
0.5562,-0.2467,-3.7849,-1.4946,0.9214,-2.4983,-1.2842,2.179,-1.7123,0.1597,11.4951,-10.772,10.4576,-6.721,-0.6337,7
0.8779,0.3208,-3.478,-1.4182,1.2663,-2.8477,-1.6939,1.8909,-1.452,0.3096,13.2871,-12.3867,11.6326,-8.4473,-0.5234,7
0.6883,0.1346,-2.5918,-1.4767,1.5382,-2.6072,-1.392,2.188,-1.8765,0.2884,13.3051,-12.8706,11.2478,-7.8331,-0.0961,7
0.491,-0.2876,-3.6347,-1.319,0.957,-2.8016,-1.3735,2.3256,-1.7653,0.1686,12.4362,-11.7321,11.1965,-7.4874,-0.1339,7
0.3737,-0.1274,-3.3406,-1.5732,1.0864,-2.6771,-1.3211,2.1614,-1.5617,0.2608,12.354,-11.6761,11.537,-7.898,-0.5476,7
1.029,0.1857,-3.2922,-1.6185,1.2244,-2.7874,-1.4686,2.198,-1.6933,0.2931,12.5631,-11.8109,10.7297,-7.5873,-0.0847,7
0.7082,0.0966,-3.3992,-1.5387,1.2554,-2.6331,-1.3005,2.0087,-1.7576,0.3026,13.3265,-12.393,11.1698,-7.7899,-0.2961,7
0.3993,-0.4191,-3.1518,-1.5631,1.4697,-2.4919,-1.144,2.4947,-2.1861,0.269,12.5446,-11.5846,11.0976,-7.5693,-0.4757,7
-0.7825,-2.8214,-6.0681,-1.9449,0.459,-1.9186,-1.1813,1.3167,-1.407,0.316,13.7913,-12.4445,11.3874,-7.8775,-0.7749,0
-1.5099,-3.0199,-5.6999,-1.9205,0.4719,-1.8308,-1.1419,1.6373,-1.727,0.1416,15.4155,-13.9764,12.1833,-8.13,-1.5572,0
-1.429,-2.498,-5.1539,-1.9763,0.7824,-1.9579,-1.0984,1.7926,-1.8587,0.1102,15.4103,-14.0622,13.5222,-9.1323,-1.9911,0
-0.4749,-1.9163,-5.3378,-2.0135,0.8804,-1.9469,-1.247,2.0135,-1.9413,0.1278,14.6138,-13.2335,11.2783,-8.1206,-1.3497,0
-0.6539,-2.9113,-5.7964,-2.0339,0.4797,-1.8697,-1.1435,1.5674,-1.5476,0.2464,14.4251,-13.1863,11.6452,-8.034,-0.9299,0
-0.9612,-2.7401,-5.7645,-1.9253,0.589,-1.7525,-1.1077,1.644,-1.6646,0.1524,14.6851,-13.2842,12.027,-8.232,-1.6,0
-1.1404,-2.8808,-5.6125,-2.0222,0.7725,-1.9261,-1.2598,1.704,-1.6211,0.1824,14.3477,-13.0482,11.9774,-8.1253,-1.2896,0
1.3773,0.6263,-2.1738,-1.5891,1.6411,-2.5116,-0.5419,2.0959,-2.7767,-0.4873,4.666,-5.1039,5.074,-1.5177,0.7952,8
1.4064,0.9637,-1.7908,-1.456,1.6752,-2.705,-0.9031,2.0441,-2.4979,-0.6861,4.1268,-4.8053,4.6632,-1.0518,0.8337,8
1.806,1.1849,-2.7095,-1.6234,1.2676,-2.7282,-1.0245,2.4095,-2.2339,-0.5163,4.7399,-5.0539,5.3028,-1.599,0.5419,8
1.7357,1.3214,-1.9597,-1.5155,1.8253,-3.2773,-1.2953,2.2098,-2.1202,-0.3098,5.2557,-5.2482,5.3116,-1.9148,0.9518,8
1.7099,1.5913,-1.9845,-1.3042,1.6038,-2.9705,-1.3573,2.2185,-2.0843,-0.5086,4.6554,-4.9362,4.9393,-1.3792,0.6584,8
1.7995,1.2187,-2.4601,-1.5319,1.5661,-2.9271,-1.0383,2.0178,-2.0805,-0.2429,4.9258,-5.015,5.11,-1.7008,0.6491,8
1.677,1.3186,-2.1805,-1.4789,1.542,-2.8568,-1.1294,2.1578,-2.2184,-0.2852,5.2809,-5.2531,5.3351,-1.9407,0.4909,8
2.1885,1.4201,-2.9067,-1.5634,1.03,-3.1062,-1.1955,2.5535,-2.0334,-0.4122,5.6789,-5.509,5.6006,-2.19,0.3251,8
1.9159,1.5733,-2.6669,-1.6429,1.3852,-3.1043,-1.1631,2.4245,-1.8786,-0.4527,5.1626,-5.0557,5.2236,-1.5937,0.2984,8
1.6118,0.7075,-2.3148,-1.5224,1.5021,-2.5058,-0.7437,2.1644,-2.4685,-0.4035,5.0399,-5.1235,5.2207,-1.9554,0.6183,8
1.7008,1.2174,-2.0652,-1.5023,1.9063,-2.9976,-1.0274,2.0496,-2.3277,-0.2728,5.1924,-5.3633,5.3788,-1.6818,0.6941,8
1.5108,0.8717,-1.9564,-1.4719,1.7422,-2.8625,-0.6517,2.2336,-2.6471,-0.3654,4.9437,-5.1888,5.0605,-1.5189,0.6885,8
1.7706,1.0182,-2.3274,-1.5406,1.6156,-2.949,-0.8287,2.3083,-2.4392,-0.3585,5.2001,-5.2916,5.3755,-1.8787,0.5135,8
1.683,1.2233,-2.1191,-1.4256,1.7063,-2.9998,-0.9812,2.4095,-2.4838,-0.5766,4.8231,-5.174,5.1713,-1.5701,0.6344,8
1.7473,1.2124,-2.448,-1.5454,1.4066,-2.9609,-0.9154,2.2267,-2.1753,-0.5284,4.919,-5.1736,5.1504,-1.6058,0.5773,8
1.7524,1.1816,-2.4243,-1.5085,1.3257,-2.781,-0.9378,2.3062,-2.3763,-0.5577,4.8031,-4.8848,5.0132,-1.6148,0.4903,8
1.8868,1.1756,-2.8565,-1.7274,1.3816,-2.7846,-0.9561,2.2386,-2.2638,-0.4858,5.2505,-5.5109,5.6993,-2.0558,0.4585,8
2.0401,0.7874,-4.185,-3.064,-0.3335,-2.5715,0.0465,2.8702,-2.746,0.2521,16.6815,-15.8632,17.1315,-12.2484,-0.0621,9
2.6798,1.0771,-4.09,-3.3164,-0.8291,-2.6206,-0.0999,2.8907,-2.6094,0.185,16.1824,-15.2311,16.3601,-11.3855,-0.4663,9
2.6389,1.5214,-4.2396,-3.6885,-0.6946,-2.7258,-0.0944,2.9485,-2.6767,0.0793,15.4183,-14.4896,15.2296,-10.6728,-0.3247,9
1.7111,1.1869,-3.0129,-1.7936,1.4284,-3.1115,-1.1795,3.004,-2.2383,0.271,8.2993,-7.4732,7.7927,-4.4633,-0.0942,9
1.7795,0.7969,-3.5309,-1.7269,1.3661,-2.9966,-1.0544,2.783,-2.2173,0.2873,8.4365,-7.6782,8.109,-4.7568,-0.1366,9
1.5185,0.5444,-3.2915,-1.7612,1.3735,-2.9341,-1.0568,2.9376,-2.3393,0.4062,9.684,-8.6559,8.8329,-5.7875,0.0944,9
1.6868,0.8872,-3.4022,-1.8419,1.346,-3.0664,-1.0408,2.7376,-2.2805,0.2784,8.3189,-7.4149,7.8721,-4.6622,-0.2041,9
-1.4399,-2.5511,-5.3702,-1.8793,0.6824,-2.0116,-1.2112,1.6078,-1.6471,0.2322,15.5138,-13.9738,12.4374,-8.4321,-1.7008,0
-0.8679,-1.9774,-5.4775,-1.9583,0.5277,-2.2126,-1.3829,1.367,-1.4051,0.4133,14.1785,-12.5604,11.8006,-8.2719,-1.599,0
-0.702,-1.9967,-5.0785,-1.884,0.7053,-1.8067,-1.214,1.813,-1.8356,0.1675,16.3854,-15.0071,13.5708,-10.4148,-1.7358,0
-1.3505,-2.8282,-5.653,-1.9279,0.5644,-1.9116,-1.1319,1.4516,-1.5364,0.1925,15.4847,-14.0658,12.9274,-9.013,-1.3635,0
-2.2305,-3.5708,-5.7906,-2.016,0.5844,-1.5441,-0.9812,1.5602,-1.646,0.193,15.5917,-14.337,13.7526,-8.954,-1.9033,0
-1.3775,-2.9412,-5.429,-1.9081,0.5904,-1.8132,-0.9945,1.641,-1.771,0.2846,15.6441,-14.1436,12.4745,-8.5811,-1.7148,0
-1.5237,-3.1678,-5.5135,-1.8264,0.5366,-1.8539,-1.0353,1.5443,-1.6509,0.2235,15.5259,-14.2257,12.3099,-8.7363,-0.8324,0
-1.648,-3.5723,-6.1225,-2.0531,0.4971,-1.7493,-1.091,1.5053,-1.5237,0.1519,14.8598,-13.3867,12.0241,-7.8948,-1.266,0
-1.7682,-3.1399,-5.8307,-1.9261,0.4386,-1.7822,-1.0631,1.456,-1.5752,0.1368,13.9559,-12.5982,12.079,-7.6024,-1.5437,0
2.121,-0.2976,-5.1889,-3.2896,-0.9686,-2.2508,-0.2597,1.3418,-1.358,0.1569,16.0805,-14.5547,15.8587,-12.2011,-0.5194,10
1.7322,0.5443,-3.779,-1.7984,1.4135,-2.8684,-1.2458,2.4938,-2.4504,0.1428,10.4595,-9.0294,9.4495,-6.7012,-0.2483,10
1.3797,0.5011,-3.1112,-1.6164,1.5247,-2.9065,-1.3754,2.3584,-2.1558,0.1002,10.2761,-9.1246,9.758,-6.4847,-0.1898,10
1.6468,0.7637,-3.5895,-3.0501,-0.7781,-2.9355,-0.2148,2.1861,-2.2768,0.1289,16.6634,-15.2983,14.8162,-11.2649,-0.3962,10
1.4198,0.302,-3.4357,-1.7571,1.3707,-2.8141,-1.306,2.3552,-2.2768,0.1157,10.3308,-9.4228,9.0404,-6.1518,0.002,10
1.0073,0.2445,-3.7556,-2.798,-0.141,-2.5493,-0.0539,2.6323,-2.5162,0.1699,16.9334,-16.0628,18.0442,-12.8585,-0.0539,9
1.2124,0.2793,-2.6751,-1.745,1.7147,-2.7302,-0.8532,3.0453,-2.7137,0.1321,8.1632,-7.7297,8.0613,-4.4449,0.2849,9
2.2491,0.4575,-4.4426,-3.1845,-0.4311,-2.3342,-0.0909,3.3576,-3.2168,0.1525,15.87,-14.9346,15.6149,-11.2339,0.1231,9
