@RELATION Gabor_all
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE a22 NUMERIC
@ATTRIBUTE a23 NUMERIC
@ATTRIBUTE a24 NUMERIC
@ATTRIBUTE a25 NUMERIC
@ATTRIBUTE a26 NUMERIC
@ATTRIBUTE a27 NUMERIC
@ATTRIBUTE a28 NUMERIC
@ATTRIBUTE a29 NUMERIC
@ATTRIBUTE a30 NUMERIC
@ATTRIBUTE a31 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
87.8791917468,24.9303289246,1.9627407151,2.57061121119,87.8791917468,24.9303289246,1.56285386426,1.72336956521,87.8791917468,24.9303289246,0.539777963896,1.14960128084,87.8791917468,24.9303289246,0.486013637929,1.00135099499,87.8791917468,24.9303289246,0.580896084186,1.24837029732,87.8791917468,24.9303289246,0.499346415142,1.03779315952,87.8791917468,24.9303289246,0.508878655853,1.0810338099,87.8791917468,24.9303289246,0.477119582808,0.980780060561,10
91.8984453061,20.5600729966,1.56365128393,1.98591725214,91.8984453061,20.5600729966,1.49313210418,1.7641759651,91.8984453061,20.5600729966,0.385107454727,1.00168019217,91.8984453061,20.5600729966,0.361078046785,0.929945142558,91.8984453061,20.5600729966,0.403624544829,1.05507291987,91.8984453061,20.5600729966,0.371916768207,0.965339084566,91.8984453061,20.5600729966,0.369548462575,0.962172774553,91.8984453061,20.5600729966,0.351113084199,0.899722078001,7
93.1013272962,16.5611959521,1.93296285259,2.72797921955,93.1013272962,16.5611959521,1.45018852919,1.55723508778,93.1013272962,16.5611959521,0.437400760506,1.07703436388,93.1013272962,16.5611959521,0.420818870738,1.00472314137,93.1013272962,16.5611959521,0.467452456342,1.15753252826,93.1013272962,16.5611959521,0.437464926582,1.04683843554,93.1013272962,16.5611959521,0.41205639949,1.00921674309,93.1013272962,16.5611959521,0.405266376905,0.969513868491,11
94.6011407702,16.1599531998,1.67881957026,2.40962134572,94.6011407702,16.1599531998,1.20655061517,1.09404505386,94.6011407702,16.1599531998,0.316914690291,0.971409401864,94.6011407702,16.1599531998,0.291477428567,0.846036379145,94.6011407702,16.1599531998,0.347267121822,1.07303293965,94.6011407702,16.1599531998,0.296538801738,0.863010810728,94.6011407702,16.1599531998,0.29447979918,0.896703653032,94.6011407702,16.1599531998,0.286831768959,0.836516986364,12
85.31030288,28.7164015772,1.62960851744,1.95507859897,85.31030288,28.7164015772,1.78639690799,2.20873180013,85.31030288,28.7164015772,0.483943912746,1.00493185232,85.31030288,28.7164015772,0.495437776005,1.03146906998,85.31030288,28.7164015772,0.505653948888,1.06068568205,85.31030288,28.7164015772,0.527021623516,1.1059802253,85.31030288,28.7164015772,0.467687232338,0.965673188621,85.31030288,28.7164015772,0.471793786225,0.980040249173,0
92.9674076306,17.0858400255,1.79601212266,2.42729188404,92.9674076306,17.0858400255,1.46404654095,1.60343909506,92.9674076306,17.0858400255,0.411143987755,1.04462517819,92.9674076306,17.0858400255,0.390227430401,0.959049981274,92.9674076306,17.0858400255,0.441697554785,1.13010334745,92.9674076306,17.0858400255,0.405018169053,0.999483678381,92.9674076306,17.0858400255,0.386492519256,0.973681743682,92.9674076306,17.0858400255,0.378293054283,0.928295337145,11
93.3098615049,17.7561154126,1.91247327837,2.81028872501,93.3098615049,17.7561154126,1.26294436573,1.20208529437,93.3098615049,17.7561154126,0.416275966408,1.12900812757,93.3098615049,17.7561154126,0.36414679569,0.935821392696,93.3098615049,17.7561154126,0.455930682437,1.23932306367,93.3098615049,17.7561154126,0.365958327511,0.944975497534,93.3098615049,17.7561154126,0.386561134009,1.04548938996,93.3098615049,17.7561154126,0.362755214766,0.931784650629,12
83.6291961644,29.6561671753,1.70863192934,2.04080154837,83.6291961644,29.6561671753,1.95162249534,2.42521034556,83.6291961644,29.6561671753,0.552217184166,1.05156662942,83.6291961644,29.6561671753,0.586064896779,1.12422412104,83.6291961644,29.6561671753,0.57370242394,1.1044273227,83.6291961644,29.6561671753,0.625471553453,1.20759160612,83.6291961644,29.6561671753,0.536112333576,1.01501340495,83.6291961644,29.6561671753,0.556135869091,1.06567093079,0
89.4727736008,22.2736839658,1.77110295428,2.26156206091,89.4727736008,22.2736839658,1.75878164103,2.14939979581,89.4727736008,22.2736839658,0.519357487569,1.11667116724,89.4727736008,22.2736839658,0.514402640958,1.09638669694,89.4727736008,22.2736839658,0.546515634195,1.18762720053,89.4727736008,22.2736839658,0.53646454748,1.14922417664,89.4727736008,22.2736839658,0.502735805848,1.07596464691,89.4727736008,22.2736839658,0.495538031066,1.05509126797,0
79.7442130973,36.3848871637,1.90774071732,2.9354394765,79.7442130973,36.3848871637,1.14741348538,1.30138036131,79.7442130973,36.3848871637,0.510492460831,1.27294735716,79.7442130973,36.3848871637,0.323725766714,0.825158208322,79.7442130973,36.3848871637,0.562318770169,1.3980852892,79.7442130973,36.3848871637,0.314088232482,0.818277626596,79.7442130973,36.3848871637,0.470481779293,1.18033539085,79.7442130973,36.3848871637,0.34568487582,0.853666721724,13
84.8772630875,28.6265090863,1.6872441213,2.00660046927,84.8772630875,28.6265090863,1.87046120862,2.30664507213,84.8772630875,28.6265090863,0.523256625582,1.03412831402,84.8772630875,28.6265090863,0.545711655573,1.08375176422,84.8772630875,28.6265090863,0.545119374601,1.08993077595,84.8772630875,28.6265090863,0.581704535992,1.16084261184,84.8772630875,28.6265090863,0.506539599684,0.995149121794,84.8772630875,28.6265090863,0.519323291035,1.03036221625,0
89.4480480088,23.2715544396,2.31043501185,3.21154097144,89.4480480088,23.2715544396,1.28913592903,1.1610845985,89.4480480088,23.2715544396,0.608078143326,1.37404343043,89.4480480088,23.2715544396,0.466536511984,1.02322132415,89.4480480088,23.2715544396,0.664291606483,1.49223335955,89.4480480088,23.2715544396,0.453932340667,1.00500530352,89.4480480088,23.2715544396,0.56575810505,1.28836639309,89.4480480088,23.2715544396,0.479713598812,1.03772970923,14
80.7499418709,35.898260811,1.81795116331,2.82697767525,80.7499418709,35.898260811,1.12067300283,1.23713817148,80.7499418709,35.898260811,0.463709809696,1.22365759828,80.7499418709,35.898260811,0.292712503099,0.788829386221,80.7499418709,35.898260811,0.5111915268,1.34578997558,80.7499418709,35.898260811,0.284547082866,0.783053647501,80.7499418709,35.898260811,0.427302540814,1.13386662018,80.7499418709,35.898260811,0.312267758763,0.816277520562,13
83.0360031019,29.9061993701,1.74012384654,2.05157817005,83.0360031019,29.9061993701,2.01226498469,2.4917201516,83.0360031019,29.9061993701,0.579573580886,1.07232028024,83.0360031019,29.9061993701,0.614927450967,1.14841191835,83.0360031019,29.9061993701,0.604153115886,1.12787424759,83.0360031019,29.9061993701,0.655875762428,1.23407503121,83.0360031019,29.9061993701,0.560133375723,1.03107746149,83.0360031019,29.9061993701,0.583142681206,1.08719078378,0
90.8001044534,21.8672399045,2.13242423968,3.03023274636,90.8001044534,21.8672399045,1.24566279072,1.07835741718,90.8001044534,21.8672399045,0.529087358234,1.29420580775,90.8001044534,21.8672399045,0.406324955538,0.961233550816,90.8001044534,21.8672399045,0.577328040696,1.40596892955,90.8001044534,21.8672399045,0.397153208247,0.948983818193,90.8001044534,21.8672399045,0.492620133277,1.2131772326,90.8001044534,21.8672399045,0.416691684143,0.974830118074,14
81.0317310891,35.7532662391,1.79547480852,2.80602231379,81.0317310891,35.7532662391,1.11740710183,1.24687256806,81.0317310891,35.7532662391,0.456844068297,1.22069387235,81.0317310891,35.7532662391,0.285436897717,0.783383912545,81.0317310891,35.7532662391,0.503617561734,1.34104879761,81.0317310891,35.7532662391,0.276300490668,0.77566023841,81.0317310891,35.7532662391,0.420950521055,1.13193255158,81.0317310891,35.7532662391,0.306931162543,0.815040967704,13
84.4934723068,29.2118967257,1.66754053372,1.97114673794,84.4934723068,29.2118967257,1.85655154258,2.28067013398,84.4934723068,29.2118967257,0.514641710172,1.01815961523,84.4934723068,29.2118967257,0.539365512695,1.07190733397,84.4934723068,29.2118967257,0.537886898607,1.07403530421,84.4934723068,29.2118967257,0.575268019852,1.15006550797,84.4934723068,29.2118967257,0.497356715213,0.978604501756,84.4934723068,29.2118967257,0.511887509175,1.01607712989,0
84.8289653264,29.115423209,1.62518443223,1.93090106706,84.8289653264,29.115423209,1.83880233616,2.29021098543,84.8289653264,29.115423209,0.503136910404,1.01758528725,84.8289653264,29.115423209,0.523711526387,1.06681352482,84.8289653264,29.115423209,0.522049923472,1.06726348762,84.8289653264,29.115423209,0.557547607809,1.1439634547,84.8289653264,29.115423209,0.487399296051,0.980950575668,84.8289653264,29.115423209,0.497705613683,1.01222178647,0
83.5472562923,29.718105089,1.74300507188,2.05920155472,83.5472562923,29.718105089,1.88023101368,2.26774467349,83.5472562923,29.718105089,0.549311097324,1.04403671914,83.5472562923,29.718105089,0.565000422917,1.07629959646,83.5472562923,29.718105089,0.573690959359,1.10028961636,83.5472562923,29.718105089,0.601534361815,1.15259634644,83.5472562923,29.718105089,0.53112113811,1.00440223669,83.5472562923,29.718105089,0.536727814954,1.02221557528,0
90.7059410925,20.5481759785,1.63094697818,1.85097011879,90.7059410925,20.5481759785,1.77231167807,2.10965567443,90.7059410925,20.5481759785,0.470641622543,1.03287673525,90.7059410925,20.5481759785,0.472672961939,1.04203892678,90.7059410925,20.5481759785,0.495795402782,1.09060212131,90.7059410925,20.5481759785,0.497167039517,1.1020770975,90.7059410925,20.5481759785,0.451565084,0.993413872504,90.7059410925,20.5481759785,0.455431645607,1.00213983557,1
91.5403827418,20.9560871624,1.69455644157,2.21914783254,91.5403827418,20.9560871624,1.40175436947,1.55740127241,91.5403827418,20.9560871624,0.396770998099,1.0214098564,91.5403827418,20.9560871624,0.369321516667,0.919436101188,91.5403827418,20.9560871624,0.42229257957,1.09352724516,91.5403827418,20.9560871624,0.383232117154,0.961063940717,91.5403827418,20.9560871624,0.376779703078,0.968288725474,91.5403827418,20.9560871624,0.358102100249,0.891822458022,16
85.406281361,28.3601886345,1.64377902608,1.9482966103,85.406281361,28.3601886345,1.83015819831,2.27088924519,85.406281361,28.3601886345,0.493498697714,1.00556076507,85.406281361,28.3601886345,0.523095634211,1.07113428445,85.406281361,28.3601886345,0.516586291382,1.06078536111,85.406281361,28.3601886345,0.556889739403,1.14618898054,85.406281361,28.3601886345,0.477035464955,0.967420665731,85.406281361,28.3601886345,0.496934951816,1.01667180125,0
85.0803759331,28.5845433959,1.67865552688,1.99416605559,85.0803759331,28.5845433959,1.83383247908,2.25055040091,85.0803759331,28.5845433959,0.504073302688,1.01269925925,85.0803759331,28.5845433959,0.531007509449,1.07117351962,85.0803759331,28.5845433959,0.525751557849,1.06622732558,85.0803759331,28.5845433959,0.565651716022,1.14849087284,85.0803759331,28.5845433959,0.489131183593,0.976319733438,85.0803759331,28.5845433959,0.504630063934,1.01613103618,0
86.1625683031,26.3672298536,2.33245473813,3.01327096489,86.1625683031,26.3672298536,1.44442083187,1.47052669246,86.1625683031,26.3672298536,0.626479442657,1.23771403504,86.1625683031,26.3672298536,0.5712023039,1.07134184583,86.1625683031,26.3672298536,0.678366059296,1.35156477258,86.1625683031,26.3672298536,0.589075750978,1.10737439283,86.1625683031,26.3672298536,0.581712039743,1.14411508568,86.1625683031,26.3672298536,0.554385881045,1.04479186642,17
83.037012179,29.9534069125,1.76150457445,2.08548112767,83.037012179,29.9534069125,1.95810400587,2.37912808992,83.037012179,29.9534069125,0.577180930892,1.06776836109,83.037012179,29.9534069125,0.599943758135,1.11473656096,83.037012179,29.9534069125,0.602238205688,1.1256720485,83.037012179,29.9534069125,0.639190855737,1.19492390433,83.037012179,29.9534069125,0.557248568192,1.0242905776,83.037012179,29.9534069125,0.569996150996,1.05825210619,0
92.0986038471,20.4159602838,1.63417931393,2.11535385349,92.0986038471,20.4159602838,1.35704719088,1.45033685169,92.0986038471,20.4159602838,0.363101632319,0.967520444468,92.0986038471,20.4159602838,0.339469494557,0.878753714899,92.0986038471,20.4159602838,0.385632087135,1.03439905103,92.0986038471,20.4159602838,0.352302917807,0.91737344398,92.0986038471,20.4159602838,0.344844171768,0.918397382246,92.0986038471,20.4159602838,0.327166371964,0.848357776018,16
84.1517578438,29.3800276105,1.68183765811,1.98877936255,84.1517578438,29.3800276105,1.87284749083,2.29715644228,84.1517578438,29.3800276105,0.525559013438,1.03135065315,84.1517578438,29.3800276105,0.550015039672,1.08313755862,84.1517578438,29.3800276105,0.546342484725,1.08244532418,84.1517578438,29.3800276105,0.584524273967,1.15907941014,84.1517578438,29.3800276105,0.510122140994,0.995503847999,84.1517578438,29.3800276105,0.523719135086,1.03023018629,0
84.0390294333,29.22030968,1.70762077339,2.01015816027,84.0390294333,29.22030968,1.93658977171,2.37758518798,84.0390294333,29.22030968,0.548772403428,1.04651570784,84.0390294333,29.22030968,0.574090406417,1.10350396469,84.0390294333,29.22030968,0.571167221948,1.09954403671,84.0390294333,29.22030968,0.610376061102,1.18220756127,84.0390294333,29.22030968,0.531367246523,1.00820337905,84.0390294333,29.22030968,0.547102246232,1.05031207063,0
92.1183543516,20.5019257866,1.66507945431,2.20371409183,92.1183543516,20.5019257866,1.34049784663,1.42475749176,92.1183543516,20.5019257866,0.372063730132,0.996708737699,92.1183543516,20.5019257866,0.338358891598,0.879565317335,92.1183543516,20.5019257866,0.396709592336,1.07034646627,92.1183543516,20.5019257866,0.349452948548,0.913909054518,92.1183543516,20.5019257866,0.352912576008,0.945552916981,92.1183543516,20.5019257866,0.328882122275,0.85394519151,16
83.9048974425,29.3917285632,1.73077422474,2.05003637891,83.9048974425,29.3917285632,1.92085149372,2.35416377851,83.9048974425,29.3917285632,0.548306394485,1.04041297946,83.9048974425,29.3917285632,0.582505382034,1.1131929334,83.9048974425,29.3917285632,0.571890119378,1.097224059,83.9048974425,29.3917285632,0.619048841305,1.19088097918,83.9048974425,29.3917285632,0.531412328293,1.00332047113,83.9048974425,29.3917285632,0.554596306649,1.05841236541,0
90.0760426189,21.6275117657,2.13945832186,2.81314626257,90.0760426189,21.6275117657,1.41127753959,1.41354791138,90.0760426189,21.6275117657,0.523408181057,1.14615895184,90.0760426189,21.6275117657,0.508768896208,1.06342193209,90.0760426189,21.6275117657,0.572900702076,1.27213044881,90.0760426189,21.6275117657,0.527066140227,1.10234752892,90.0760426189,21.6275117657,0.494534859973,1.07783149507,90.0760426189,21.6275117657,0.486397368645,1.02376864486,18
83.5322762726,29.52566926,1.72074554177,2.00967212349,83.5322762726,29.52566926,1.94709209901,2.3687408364,83.5322762726,29.52566926,0.55480377074,1.04208154714,83.5322762726,29.52566926,0.589256270715,1.1156591581,83.5322762726,29.52566926,0.578017903801,1.09596863555,83.5322762726,29.52566926,0.626118739753,1.19326679817,83.5322762726,29.52566926,0.535963799315,1.00281901108,83.5322762726,29.52566926,0.561568601414,1.06171925256,0
