@RELATION Edge_dp_16
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
1.6351,0.7761,-3.2719,-1.8461,1.4608,-3.0691,-1.125,2.9347,-2.2727,0.2534,8.4974,-7.7189,8.2028,-4.8413,-0.06,9
-1.1076,-2.8724,-5.9682,-1.9753,0.4546,-1.8963,-1.1734,1.4136,-1.4999,0.2245,15.1204,-13.6764,12.5817,-8.5346,-1.6143,0
1.7174,0.4591,-3.9504,-1.9042,1.2533,-3.012,-1.5115,2.0801,-1.9285,0.3041,10.4175,-9.2874,9.5005,-6.5207,-0.2893,10
1.2392,0.3949,-3.0052,-1.8177,1.663,-2.9201,-0.9199,2.9898,-2.4711,0.1629,8.3512,-7.8449,8.3661,-4.7018,0.2109,9
-0.7612,-2.5692,-5.8987,-1.9588,0.5576,-2.0562,-1.2646,1.4173,-1.4459,0.275,14.3399,-12.8799,12.0617,-8.1521,-1.6819,0
1.7067,1.0461,-2.525,-1.5754,1.4731,-2.8844,-1.0322,2.2617,-2.2417,-0.4198,5.1276,-5.3069,5.4517,-1.8121,0.5304,8
0.8866,-0.0618,-3.4286,-1.6246,1.8097,-2.9628,-1.3918,2.0946,-2.1651,0.3944,12.9575,-11.5759,11.0387,-8.0864,-0.2245,5
-1.0423,-2.861,-5.9057,-1.9553,0.5491,-1.8286,-1.1916,1.5405,-1.5951,0.2116,14.7416,-13.3285,12.4355,-8.6117,-1.6037,0
1.6368,0.5172,-3.7708,-1.8018,1.2952,-3.073,-1.5524,2.044,-1.8849,0.2769,9.9601,-8.8725,8.9329,-5.8924,-0.3729,10
0.6966,0.0032,-3.4831,-1.4774,1.1313,-2.6981,-1.4224,2.1347,-1.7444,0.3007,12.8373,-11.9188,11.208,-7.7924,-0.52,7
1.4897,0.106,-1.362,-2.0728,2.5462,-2.3119,-0.1642,2.9553,-4.0467,-0.6928,6.0412,-6.7965,6.2276,-3.3462,1.0096,11
1.3446,0.9469,-2.1863,-1.4887,1.8402,-3.3884,-1.0577,2.844,-2.5491,-0.0005,7.6582,-7.3788,7.9044,-4.023,0.6927,12
-0.9194,-2.6277,-5.8928,-1.9763,0.6185,-2.0417,-1.2611,1.469,-1.5498,0.2023,14.1798,-12.7602,12.1963,-8.3194,-1.6036,0
1.4614,-0.0467,-1.4085,-2.2118,2.7077,-2.3853,-0.1013,3.43,-4.171,-0.6823,7.0526,-7.6036,7.2087,-4.2439,0.9841,11
1.5635,1.1869,-2.2063,-1.5362,1.6603,-3.2763,-1.1853,2.6087,-2.4355,-0.0395,6.9308,-6.6951,7.2749,-3.556,0.5354,12
-1.0821,-2.7586,-5.8321,-1.9719,0.5196,-1.8263,-1.1396,1.5156,-1.5564,0.2125,14.5725,-13.239,12.8101,-8.7605,-1.6315,0
0.0966,-0.6482,-3.6137,-1.596,1.131,-2.262,-0.939,2.3543,-2.2657,0.1147,11.6624,-11.1961,10.9499,-7.0734,-0.1616,0
4.8484,4.789,-4.5874,-2.1057,0.9421,-5.6545,-4.719,0.6843,-1.0888,-0.075,4.924,-4.6794,4.3057,-2.8018,0.3875,13
-1.2552,-2.8227,-5.6551,-1.9158,0.6309,-1.9237,-1.1214,1.5186,-1.5812,0.1988,13.8116,-12.4389,12.2205,-7.9987,-1.7953,0
2.5451,1.7858,-2.8672,-1.5761,1.3867,-3.62,-2.0226,1.8806,-1.4707,0.4439,7.9429,-6.6278,6.7874,-4.2115,-0.4033,14
4.7851,4.7504,-4.4949,-2.0953,0.9999,-5.6434,-4.6726,0.6846,-1.1107,-0.0911,4.8898,-4.6634,4.2273,-2.6856,0.4568,13
-1.2098,-2.8651,-5.5583,-1.858,0.7618,-1.8431,-1.0403,1.6104,-1.6881,0.1835,14.2693,-13.0427,12.4678,-8.4078,-1.5366,0
2.4158,1.8731,-2.5974,-1.4723,1.4959,-3.72,-2.0288,1.8223,-1.4724,0.4346,7.9742,-6.6924,6.979,-4.2379,-0.3059,14
4.7662,5.0062,-4.1172,-2.023,1.126,-5.7215,-4.8871,0.7317,-1.1549,-0.0553,5.308,-5.0549,4.4041,-2.9498,0.3285,13
-0.9732,-3.0239,-6.2201,-2.0311,0.6022,-1.8601,-1.1525,1.5205,-1.5644,0.1802,14.299,-12.9863,12.4732,-8.472,-1.5699,0
-1.1436,-2.9702,-6.0539,-1.988,0.4943,-1.8306,-1.1404,1.4097,-1.4734,0.2207,14.1054,-12.7594,12.4968,-8.2944,-1.7346,0
-0.8426,-3.382,-6.5061,-2.0743,0.5562,-1.8201,-1.0779,1.5199,-1.6245,0.2054,13.3014,-12.0444,11.2667,-7.3805,-1.0093,0
0.2883,-0.8195,-2.2737,-1.9897,2.4385,-2.0708,-0.4477,3.5913,-3.5146,-0.1775,9.8544,-9.9735,10.097,-7.5247,0.8412,1
1.4225,0.4902,-3.3875,-1.677,1.3568,-3.1355,-1.5594,1.9883,-1.6846,0.4363,10.7763,-9.435,10.1065,-6.731,-0.5388,16
-0.8309,-3.1419,-6.2594,-2.0205,0.514,-1.8059,-1.0823,1.551,-1.5954,0.1935,14.1968,-12.8991,12.2953,-8.4249,-1.3085,0
-0.7665,-3.1674,-6.2694,-2.0159,0.5638,-1.8256,-1.0948,1.5611,-1.6245,0.1987,13.8191,-12.4749,11.9805,-8.1985,-1.3331,0
1.6362,1.1294,-2.4779,-1.5196,2.4451,-4.3126,-1.9081,1.8122,-1.8781,0.5026,9.8214,-7.5148,8.7603,-6.3592,-0.4246,17
-0.9147,-3.0619,-6.1683,-2.0013,0.5874,-1.8374,-1.1074,1.5058,-1.5848,0.2314,13.9886,-12.5835,12.0998,-8.1842,-1.5795,0
1.3383,0.3831,-3.4744,-1.6671,1.3807,-3.1952,-1.4845,1.8959,-1.6193,0.4744,10.7718,-9.3075,10.1242,-6.521,-0.7198,16
-1.2759,-3.1943,-6.1279,-1.9657,0.5826,-1.8297,-1.0771,1.5134,-1.5371,0.1906,13.6896,-12.3426,12.192,-7.8543,-1.64,0
-1.3127,-3.0387,-5.8197,-1.9493,0.6302,-1.7965,-1.0993,1.5838,-1.6113,0.2217,13.6623,-12.3854,12.4039,-7.9934,-1.7995,0
1.5654,0.8033,-3.1861,-1.6437,1.4805,-3.3617,-1.7102,1.8717,-1.6031,0.4457,10.4548,-9.0369,9.5751,-6.3208,-0.714,16
-0.8095,-2.9704,-6.1661,-2.0499,0.5951,-1.8146,-1.0791,1.5882,-1.6684,0.2013,13.7669,-12.4443,12.1589,-8.1874,-1.4918,0
1.2551,0.5434,-1.6332,-1.539,2.6079,-3.4952,-0.7704,2.9491,-2.8957,0.369,8.7846,-7.7891,8.3379,-4.7559,0.3644,18
-1.7699,-3.691,-5.9356,-1.867,0.4892,-1.6642,-0.9754,1.5387,-1.5526,0.2386,13.1972,-11.9624,11.9011,-7.152,-1.6104,0
1.2482,0.6107,-1.6238,-1.5504,2.5735,-3.4469,-0.8367,2.9541,-2.7926,0.3866,8.6754,-7.8877,8.3931,-4.6682,0.4269,18
-0.7352,-2.5843,-5.7521,-1.9247,0.5612,-1.8029,-1.1013,1.6783,-1.6548,0.291,14.6763,-13.4407,12.9281,-8.9049,-1.6638,0
2.7616,1.2756,-3.6322,-2.0159,1.4862,-3.6716,-1.7932,1.6448,-1.4731,0.4564,8.7755,-7.4556,7.2354,-4.947,0.1557,19
-1.044,-3.2767,-6.2055,-2.0222,0.491,-1.7565,-1.1146,1.5122,-1.5732,0.2437,13.7348,-12.5472,12.0931,-8.0208,-1.2655,0
3.0752,1.9879,-3.7118,-1.9403,1.067,-3.8779,-2.3457,1.4618,-0.9868,0.5956,9.3029,-7.0829,7.0867,-5.6852,-0.4884,19
-0.9685,-2.6431,-5.7632,-1.9457,0.7036,-1.8639,-1.1436,1.6176,-1.671,0.2388,14.0557,-12.8204,12.5192,-8.4008,-1.7168,0
2.8851,1.4982,-3.8939,-1.9296,1.0967,-3.6167,-2.0422,1.6105,-1.3396,0.4186,8.8632,-7.0609,7.1389,-5.267,-0.2601,19
-1.2067,-2.8803,-5.7099,-1.9234,0.637,-1.8258,-1.0997,1.6194,-1.6536,0.2025,14.4138,-13.0998,12.6262,-8.3769,-1.8849,0
-1.5246,-3.3352,-5.9384,-1.8946,0.5814,-1.6762,-0.9634,1.5602,-1.6399,0.2065,14.6571,-13.4359,13.0277,-8.4788,-1.8554,0
0.2032,-0.5378,-3.4327,-1.5952,1.2442,-2.3302,-0.9242,2.5171,-2.4114,0.07,11.2846,-10.871,10.6233,-6.9733,0.0975,0
1.4644,0.0557,-3.1011,-1.9821,1.6048,-2.4238,-0.5113,2.8353,-2.7505,-0.2975,6.655,-6.5862,6.8698,-3.2097,0.4357,25
1.2903,0.1046,-2.933,-1.874,1.5773,-2.427,-0.5698,2.6064,-2.5986,-0.3128,6.262,-6.2583,6.5085,-2.8958,0.4925,25
1.3906,-0.0328,-3.0565,-1.9311,1.5631,-2.313,-0.461,2.4864,-2.7388,-0.2762,5.9612,-5.9828,6.2888,-2.7033,0.5109,25
1.3993,-0.0012,-3.1738,-1.9874,1.5145,-2.351,-0.4815,2.6415,-2.7495,-0.1993,6.5966,-6.4596,6.7689,-3.2159,0.4103,25
1.3602,-0.0244,-3.0613,-1.9204,1.5337,-2.2317,-0.4658,2.5383,-2.7631,-0.3161,5.9307,-5.9865,6.2334,-2.7063,0.4691,25
2.2035,0.9889,-3.5233,-1.7478,1.4418,-3.3846,-1.5422,2.2972,-1.8233,0.4429,9.8343,-8.4429,8.5732,-5.6164,-0.138,26
1.7817,0.5454,-3.4755,-1.7263,1.5616,-3.2318,-1.4943,2.294,-1.8528,0.45,9.9452,-8.5649,8.7055,-5.6552,-0.1114,26
2.184,0.9777,-3.3318,-1.7749,1.6036,-3.4982,-1.4552,2.284,-1.8542,0.4705,10.0938,-8.6523,8.7025,-5.6737,-0.1655,26
2.0023,0.6753,-3.5217,-1.7369,1.6191,-3.4298,-1.4391,2.3616,-1.9543,0.4647,10.1179,-8.7295,8.8535,-5.8384,-0.0506,26
2.0142,0.6648,-3.4798,-1.7998,1.6002,-3.2453,-1.2217,2.56,-2.0901,0.3246,9.3058,-8.2263,8.4613,-5.0897,-0.0596,26
1.9072,0.4119,-3.6812,-1.7844,1.3195,-3.0559,-1.2612,2.7927,-2.255,0.2365,9.8613,-8.8814,9.2273,-5.9416,0.0382,37
2.028,0.6552,-3.9792,-1.7695,1.156,-3.0641,-1.3665,2.5806,-2.0629,0.2979,9.9319,-8.7475,9.2182,-6.0834,-0.043,37
2.2734,0.7471,-4.1276,-1.8344,1.0769,-3.1729,-1.375,2.4708,-1.9015,0.3157,9.8676,-8.6211,8.9932,-5.905,-0.1145,37
2.0333,0.3629,-4.2143,-1.876,1.0161,-2.9268,-1.2348,2.6437,-1.9789,0.2719,9.6081,-8.6907,8.8905,-5.6142,-0.0828,37
2.278,0.5944,-4.3039,-1.8783,1.0353,-3.1478,-1.3841,2.4771,-1.8472,0.374,10.1637,-8.9052,9.1901,-6.1353,-0.1705,37
-1.4164,-2.9444,-5.9419,-1.9577,0.5564,-1.8707,-1.1758,1.4805,-1.6072,0.1378,14.2924,-12.9474,12.4284,-8.182,-1.7127,0
-2.0866,-3.6412,-5.8161,-1.8793,0.6881,-1.6631,-0.8963,1.6047,-1.7866,0.1621,14.2401,-13.0427,12.6627,-7.8551,-1.9199,0
-2.3764,-3.9863,-5.9286,-1.8625,0.6603,-1.5667,-0.8903,1.5486,-1.6689,0.1144,13.5383,-12.447,12.3625,-7.1563,-1.91,0
-2.543,-3.6456,-5.6689,-1.7853,0.6611,-1.6824,-0.8914,1.5693,-1.6853,0.1548,13.6761,-12.4801,12.5371,-7.4778,-1.9279,0
-3.1354,-4.1018,-5.4185,-1.562,0.7125,-1.5937,-0.936,1.5086,-1.6817,0.1283,14.5466,-13.3437,13.025,-7.8992,-1.5418,0
0.1915,-0.4307,-3.6165,-1.6234,1.3288,-2.9529,-1.5757,1.968,-1.7943,0.5736,14.0549,-12.4319,12.5415,-9.4498,-0.588,58
0.5736,-0.1405,-3.7298,-1.6746,1.2116,-3.0105,-1.7094,1.9552,-1.7534,0.6058,14.0379,-12.4874,12.4906,-9.609,-0.5454,58
0.5775,-0.0009,-3.4052,-1.7454,1.4546,-3.0844,-1.5789,2.3175,-2.057,0.5323,14.0246,-12.4748,12.726,-10.0034,-0.3956,58
0.4965,-0.2181,-3.3204,-1.8082,1.6207,-2.9496,-1.5111,2.2626,-2.0756,0.4622,14.1154,-12.8721,12.5441,-9.6873,-0.451,58
1.3088,0.6354,-2.4432,-1.4968,2.0342,-3.2091,-1.1801,2.5778,-2.2845,0.4214,9.698,-8.4629,9.8756,-6.1379,-0.0046,59
1.3368,0.6535,-2.37,-1.5547,2.1239,-3.266,-1.1569,2.5447,-2.3219,0.4893,9.9514,-8.5848,10.0136,-6.3912,-0.02,59
1.4697,0.7343,-2.3872,-1.5309,2.1965,-3.4548,-1.2388,2.4413,-2.2418,0.5356,10.2734,-8.7029,10.04,-6.5926,-0.1962,59
1.3482,0.5637,-2.4126,-1.4702,2.147,-3.2584,-1.0765,2.5964,-2.4506,0.4827,9.7954,-8.4039,9.7248,-6.1743,0.0624,59
1.4498,0.33,-2.9538,-1.8486,1.5981,-2.5789,-0.6761,2.7601,-2.6281,-0.2192,6.8569,-6.8426,7.1232,-3.5774,0.4093,60
1.427,0.2642,-3.126,-1.8189,1.5512,-2.6014,-0.7668,2.8034,-2.6476,-0.0542,7.8606,-7.5917,7.8302,-4.3847,0.3562,60
1.5518,0.4659,-3.1145,-1.7962,1.5009,-2.6786,-0.8137,2.9916,-2.6663,-0.0227,8.0289,-7.6745,8.0829,-4.5237,0.2608,60
1.5082,0.3977,-3.0558,-1.8303,1.5461,-2.569,-0.7207,2.7565,-2.6195,-0.1305,6.8779,-6.8149,7.0517,-3.5775,0.4049,60
1.622,0.6894,-2.9856,-1.5781,1.5706,-3.0982,-1.4637,2.1724,-2.0155,0.4204,9.7124,-8.4711,9.2126,-6.0283,-0.1519,61
1.5395,0.5679,-2.8123,-1.5929,1.7233,-3.0581,-1.2379,2.4226,-2.2811,0.357,9.4353,-8.4679,9.0947,-5.632,0.1491,61
1.5997,0.6793,-2.8133,-1.5591,1.6763,-3.1739,-1.2751,2.484,-2.2596,0.3597,9.4583,-8.3468,9.0975,-5.6935,0.0778,61
1.7156,0.8935,-2.8433,-1.605,1.7505,-3.3721,-1.466,2.0721,-1.8919,0.4822,8.9055,-7.5985,8.1976,-5.2339,-0.2409,61
1.5794,0.2698,-2.9859,-1.8018,1.3183,-2.3582,-0.5477,2.5433,-2.7706,-0.2956,5.619,-5.648,5.9456,-2.4828,0.5905,62
1.1593,-0.043,-2.8888,-1.7751,1.4601,-2.2744,-0.4051,2.6184,-2.9174,-0.2898,6.0003,-6.0743,6.7612,-3.0009,0.6739,62
1.193,-0.1754,-3.134,-1.8657,1.3878,-2.2039,-0.5047,2.6445,-2.8596,-0.2576,6.0886,-6.1168,6.7648,-3.1381,0.6864,62
0.7804,-0.2622,-3.7437,-1.7027,1.0493,-2.5475,-1.1768,2.3922,-1.9406,0.2209,9.5336,-8.7507,9.5057,-5.661,-0.1277,63
0.5254,-0.5525,-3.732,-1.6627,1.1366,-2.4512,-1.0857,2.3477,-1.9515,0.1669,9.6473,-8.8697,9.4545,-5.6171,0.0136,63
0.6467,-0.3346,-3.6741,-1.6832,1.1165,-2.486,-1.0599,2.3296,-1.9377,0.142,9.2545,-8.5099,9.3252,-5.4388,-0.06,63
1.0625,-0.0241,-2.4201,-1.9845,1.8801,-2.3847,-0.2731,3.3141,-3.5399,-0.513,7.2852,-7.6016,7.9229,-4.1904,0.9337,64
1.0246,0.0697,-2.4176,-1.9468,1.8203,-2.4161,-0.3138,3.3765,-3.5442,-0.5029,7.2878,-7.7014,8.0813,-4.1351,0.9432,64
1.108,0.012,-2.2551,-2.0678,1.9939,-2.3702,-0.318,3.3801,-3.6197,-0.5497,7.1933,-7.713,7.9482,-4.3015,0.9417,64
1.2892,0.1299,-2.2463,-2.0054,1.9294,-2.466,-0.3708,3.1816,-3.4788,-0.5861,6.7872,-7.3476,7.5505,-3.8304,1.0286,64
-2.7461,-3.7158,-5.3597,-1.7026,0.7874,-1.7031,-0.873,1.6591,-1.7881,0.1741,13.7505,-12.6043,12.6922,-7.3325,-2.1305,0
0.1469,-0.8317,-2.9818,-2.2221,1.8724,-1.8447,-0.2688,3.2381,-3.0562,-0.4199,5.9815,-6.5044,7.779,-4.0762,0.7363,65
0.0868,-1.0537,-3.1975,-2.1595,1.7039,-1.7899,-0.1874,3.1886,-2.9472,-0.3091,6.183,-6.5815,7.9851,-4.1541,0.6375,65
-2.2049,-2.9169,-5.1609,-1.7702,0.7584,-1.5982,-0.7767,1.8471,-1.9285,0.1415,14.476,-13.3685,13.0224,-8.344,-2.0557,0
-2.0344,-3.1705,-5.2165,-1.7745,0.7777,-1.5791,-0.6892,1.952,-1.9474,0.1427,13.2068,-12.1574,12.23,-7.5951,-1.8284,0
-2.4968,-3.4721,-5.294,-1.8247,0.7984,-1.5042,-0.5962,1.9002,-1.9601,0.113,13.0817,-11.9766,12.1927,-7.4543,-1.9749,0
-2.7363,-3.7782,-5.3602,-1.708,0.7618,-1.4391,-0.6865,1.8367,-1.9116,0.1324,14.1613,-13.1277,12.9895,-8.004,-1.9449,0
-2.323,-3.2969,-5.1884,-1.7265,0.7797,-1.5657,-0.6774,1.8377,-1.9261,0.16,13.3907,-12.2528,12.3256,-7.8145,-1.6386,0
-2.5161,-3.1169,-4.9668,-1.679,0.8082,-1.6027,-0.6303,1.9205,-1.9684,0.1225,13.9734,-12.8612,12.7991,-8.1647,-1.9542,0
-2.5421,-3.2099,-4.9464,-1.6491,0.8406,-1.6455,-0.6778,1.8636,-1.9232,0.1523,14.3029,-13.1186,13.0565,-8.3093,-2.1601,0
-2.0992,-2.9565,-5.0825,-1.7653,0.8122,-1.5769,-0.6809,1.9614,-2.0211,0.1138,13.3429,-12.4176,12.2718,-7.6513,-1.7972,0
-2.4326,-2.9254,-4.9751,-1.7205,0.8214,-1.5639,-0.5854,1.9973,-2.0479,0.1176,13.9828,-12.8804,12.9589,-8.4773,-1.8113,0
-2.593,-2.9078,-4.7178,-1.6827,0.9576,-1.4704,-0.5253,2.1648,-2.1737,0.0543,12.9621,-12.0139,11.9943,-7.7065,-1.4294,0
-1.6034,-2.7302,-5.2062,-1.706,0.7504,-1.5886,-0.7449,2.1004,-2.0847,0.125,13.8908,-12.8894,12.529,-8.3739,-1.4312,0
-2.3075,-3.2642,-5.1248,-1.7008,0.7886,-1.5709,-0.725,1.8947,-1.9321,0.1474,14.0047,-12.8517,12.3233,-7.8096,-1.7851,0
-1.9279,-2.9056,-5.13,-1.7776,0.8568,-1.6729,-0.7939,1.8903,-1.9698,0.17,15.2664,-14.0083,13.2523,-9.0395,-1.8856,0
-1.6687,-2.5376,-4.9676,-1.773,0.8081,-1.6299,-0.7058,2.0904,-2.0614,0.1136,14.162,-13.1661,12.4329,-8.3206,-1.6875,0
-1.9111,-2.9087,-4.9418,-1.6691,0.8351,-1.5975,-0.6479,2.067,-2.0441,0.1676,14.031,-12.991,12.4253,-8.3521,-1.5419,0
-1.9978,-2.723,-4.7096,-1.6427,0.8639,-1.5788,-0.6558,2.0851,-2.0851,0.1285,14.3902,-13.3489,12.7423,-8.4634,-1.6501,0
-2.5713,-3.1369,-4.7035,-1.6163,0.9078,-1.4127,-0.5099,2.0947,-2.1925,0.1108,14.2131,-13.3253,13.1164,-8.5215,-1.8294,0
-2.4795,-3.0225,-4.721,-1.6278,0.9153,-1.3644,-0.4495,2.2797,-2.3159,0.1017,14.3623,-13.4197,12.9947,-8.6973,-1.4994,0
-1.8445,-2.6664,-4.7306,-1.7184,0.8794,-1.5196,-0.5374,2.1191,-2.2006,0.1093,13.9876,-13.1337,12.9346,-8.4957,-1.6236,0
-2.0667,-3.0862,-4.997,-1.6347,0.7572,-1.4129,-0.5632,2.0863,-2.0748,0.1287,14.59,-13.5442,13.1088,-8.7184,-1.803,0
-2.2764,-3.0724,-5.0022,-1.7009,0.7641,-1.4257,-0.4678,2.1444,-2.1013,0.1009,13.348,-12.3989,12.3347,-7.7213,-1.8516,0
-2.3896,-3.0102,-4.7263,-1.6352,0.8395,-1.4518,-0.4805,2.1091,-2.1328,0.1011,13.9477,-13.0338,12.71,-8.1532,-1.556,0
-2.1518,-3.5394,-5.3222,-1.6635,0.6698,-1.5142,-0.6466,1.9143,-1.8352,0.1904,14.2029,-13.0086,12.409,-8.2332,-1.495,0
-1.486,-2.8173,-5.5559,-1.7489,0.5406,-1.6825,-0.8714,1.6764,-1.6366,0.2362,14.738,-13.3493,13.1817,-8.8164,-2.0786,0
1.6594,0.7244,-2.3554,-1.5763,2.0127,-3.2339,-0.8744,2.6554,-2.6761,0.0747,7.6779,-7.2374,7.5687,-3.9793,0.4724,66
1.7994,0.9147,-2.4902,-1.5854,1.8534,-3.2458,-1.0969,2.4636,-2.3681,0.0039,7.3426,-6.9111,7.1675,-3.7298,0.3674,66
2.1995,1.1451,-3.196,-1.7118,1.5555,-3.3426,-1.8495,1.7936,-1.5178,0.4877,8.5533,-7.0767,7.3544,-4.9383,-0.4236,81
0.4113,-0.287,-3.0522,-1.5947,1.3271,-2.5291,-0.9504,2.9799,-2.3924,0.1062,10.0669,-9.5435,10.0601,-6.138,-0.0445,84
0.5389,-0.9637,-3.7178,-1.9798,1.3709,-1.986,-0.3606,3.1382,-3.1693,-0.1472,9.1411,-8.8012,9.4605,-6.0323,0.3913,85
0.8015,-0.0324,-2.9768,-1.7632,1.4365,-2.412,-0.7132,2.7686,-2.4937,-0.2484,7.674,-7.6429,7.8253,-4.057,0.3087,84
0.5139,-1.2122,-4.1868,-1.9115,1.1886,-1.9015,-0.4932,2.8729,-2.8725,-0.0214,9.2591,-8.7385,9.3675,-5.8255,0.1699,85
0.57,-0.975,-3.9809,-1.9171,1.2613,-1.9728,-0.4145,2.7783,-2.8261,-0.0454,8.8445,-8.3545,9.1712,-5.5866,0.2672,85
0.7302,-0.8709,-3.8506,-1.9526,1.2955,-1.9882,-0.404,3.0681,-3.0431,-0.1082,8.5916,-8.3005,9.0025,-5.3985,0.3364,85
