@RELATION Gabor_16
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
7.64736,444.241,7.9023,457.647,3.29931,557.281,-3.11111,542.075,0
5.64855,444.87,5.38182,442.169,1.82462,512.959,-2.7373,510.224,0
0.505118,449.966,1.78717,435.382,1.95344,290.298,0.992653,302.322,3
3.52385,468.301,5.16419,482.927,3.70534,333.203,0.133535,315.979,3
1.90538,448.57,2.69325,441.465,1.86576,287.396,-0.0361923,295.041,3
2.88405,395.158,2.85004,415.823,1.09502,316.127,-1.28958,293.62,3
2.78708,420.811,3.51514,451.364,2.14713,320.125,-0.445833,279.375,3
3.79336,454.467,4.43532,495.886,2.47402,357.451,-0.903618,308.303,3
1.93157,442.837,2.53756,477.457,1.6241,347.573,-0.213576,306.01,3
1.88233,438.959,2.47969,487.912,1.63523,351.023,-0.14973,288.777,3
3.94517,500.579,5.88863,523.174,4.23021,365.587,0.177013,336.077,3
3.95904,502.041,4.903,526.4,2.99509,398.964,-0.636056,367.084,3
3.08845,526.103,3.28021,536.785,1.56921,380.907,-1.08047,365.961,3
3.22351,408.339,5.53676,437.396,4.52623,310.213,0.925416,271.691,3
0.379359,446.394,2.14904,482.263,2.70089,355.697,1.67259,306.933,3
2.25844,474.091,4.90179,478.279,4.59921,323.508,1.69413,316.129,3
1.51194,493.879,3.41095,526.954,3.29007,374.59,1.27645,333.559,3
4.40944,470.297,7.79418,479.307,6.42018,544.626,1.42381,530.345,0
3.88603,437.66,4.26596,483.446,2.04427,549.043,-1.33959,503.073,0
4.84292,485.852,5.62627,442.95,2.92145,521.642,-1.37873,555.482,0
4.70337,479.307,5.61042,470.63,3.12137,516.42,-1.13723,520.06,0
4.08343,472.121,3.992,476.797,1.4755,501.199,-1.86518,489.834,0
4.11142,517.773,6.87345,486.837,5.38533,519.063,0.886918,543.956,0
3.57233,412.109,5.60076,385.589,4.19351,438.195,0.488653,459.393,0
4.68665,429.389,4.16756,457.038,1.0729,525.173,-2.61056,495.397,0
3.32256,407.261,4.22543,419.476,2.55175,487.97,-0.539774,474.097,0
2.22781,404.089,4.28839,451.321,3.76972,364.6,1.07334,305.898,3
1.95066,441.481,3.20042,455.032,2.52486,348.149,0.40027,330.31,3
3.31217,389.144,3.69919,377.701,1.84767,278.392,-1.07818,291.805,3
3.27988,417.309,3.95917,424.753,2.28265,306.82,-0.704075,294.123,3
3.30018,495.476,3.99522,542.909,2.33461,435.924,-0.691226,380.262,3
1.68305,447.428,2.31518,417.444,1.58567,277.654,-0.0520465,313.083,3
4.3271,462.83,3.82657,476.598,1.09727,351.733,-2.26297,333.187,3
3.33665,412.215,3.64246,415.555,1.77221,273.266,-1.10844,269.184,3
3.0462,485.889,6.1135,498.928,5.50136,361.502,1.72055,344.447,3
2.36032,500.442,5.08976,521.919,4.72394,398.172,1.72742,369.35,3
3.29173,535.213,5.72857,505.929,4.79419,357.057,1.03712,392.913,3
3.50065,504.2,4.97531,469.687,3.50839,327.778,0.0250761,368.159,3
3.59424,388.25,2.90784,349.052,0.390172,249.699,-2.34084,297.348,5
2.65268,468.319,2.6124,397.179,0.924465,320.383,-1.27816,399.764,5
6.19413,404.967,5.4399,383.211,1.35146,318.706,-3.49888,342.437,5
6.26953,535.672,6.09105,465.66,2.1167,381.571,-3.04093,459.065,5
1.71228,427.172,2.06484,387.847,1.17687,307.526,-0.400185,350.997,5
5.18909,518.115,5.78894,419.096,2.89424,391.054,-1.64553,492.595,5
3.87177,436.704,3.42125,407.345,0.877208,334.75,-2.16482,370.819,5
4.3519,481.857,6.62987,437.581,4.87633,365.937,0.318381,414.354,5
2.5916,481.648,2.35069,464.908,0.657953,348.711,-1.39272,367.814,5
3.25477,444.953,5.28403,436.047,4.08317,318.478,0.591883,329.794,5
5.6536,509.309,5.44105,470.476,1.91623,350.315,-2.68982,395.644,5
6.50319,443.743,8.73417,456.189,5.61009,500.608,-0.666887,485.648,0
5.40188,467.54,6.64595,445.16,3.8255,497.083,-1.12795,515.078,0
4.89031,579.73,5.30482,533.5,2.48135,539.023,-1.71156,580.962,0
6.11483,431.326,7.70387,452.019,4.5563,525.341,-1.12595,505.999,0
5.7349,428.112,5.5573,460.704,1.91777,520.635,-2.77973,487.987,0
4.66972,410.973,6.43176,420.051,4.27108,487.208,-0.287622,476.675,0
4.82079,464.817,5.58543,461.036,2.8789,531.126,-1.42911,531.365,0
6.88141,472.59,6.60035,445.485,2.28614,491.383,-3.29066,512.772,0
5.28352,463.872,6.27813,447.645,3.51708,508.352,-1.21214,519.321,0
4.03973,357.909,5.05279,341.484,3.01717,342.995,-0.734087,354.365,7
5.01817,395.604,4.92767,379.81,1.98871,366.678,-2.09015,383.103,7
3.16396,402.217,3.28723,393.678,1.41019,370.838,-1.25709,379.876,7
2.51072,392.088,2.74414,352.373,1.31668,321.701,-0.874743,364.683,7
2.9641,325.762,3.04787,293.577,1.28782,257.841,-1.20367,291.932,7
6.51827,416.472,5.72527,386.882,1.47837,356.519,-3.62368,386.087,7
1.16049,413.474,3.26806,360.681,3.406,325.432,1.5891,378.723,7
2.42408,404.258,2.69987,360.521,1.34681,324.931,-0.7827,370.578,7
3.61482,416.579,3.18594,379.817,0.801498,325.629,-2.0305,367.945,7
5.5735,455.583,4.9297,455.674,1.31365,442.613,-3.05147,441.617,7
3.45514,345.409,3.35703,327.823,1.20747,300.422,-1.62683,318.689,7
2.93239,406.131,4.17492,367.462,2.86726,329.983,-0.0621339,373.148,7
2.75823,373.444,2.9084,340.886,1.2503,322.938,-1.13034,353.343,7
2.44874,440.864,3.80129,425.076,2.87746,407.792,0.305132,422.874,7
4.42045,437.649,4.41569,413.388,1.70792,374.589,-1.9984,400.41,7
2.41195,316.119,2.1534,298.494,0.57401,274.013,-1.32607,292.046,7
4.00019,474.318,4.82839,435.369,2.73026,400.011,-0.874044,436.688,7
1.96998,430.149,4.89378,444.018,4.82644,497.878,2.04635,480.871,0
6.37902,404.251,6.75495,400.379,2.92724,454.048,-2.52839,452.879,0
8.24846,483.429,9.1574,453.091,4.53182,502.056,-2.62882,526.125,0
7.92394,522.646,11.8736,494.875,8.55848,534.432,0.478649,555.751,0
4.05748,443.556,6.47023,456.929,4.94238,522.571,0.666422,507.188,0
5.33578,492.593,6.01915,481.994,2.96974,546.778,-1.73321,551.724,0
6.98725,497.702,7.34812,479.769,3.20218,521.002,-2.71022,532.222,0
2.2556,417.415,4.64119,480.664,4.19994,362.088,1.38678,281.411,8
0.460462,433.244,3.81973,519.511,4.89181,377.439,3.22035,268.079,8
3.30872,426.939,3.92448,532.529,2.22104,418.098,-0.754805,289.397,8
1.64606,267.606,3.7618,328.788,3.71169,238.628,1.43294,157.026,8
0.990479,267.79,1.19447,336.166,0.666903,240.889,-0.237861,151.432,8
0.716,343.588,1.45177,436.109,1.31574,329.276,0.414496,210.415,8
1.41501,435.671,3.86055,535.446,4.05808,396.842,1.85859,268.859,8
2.93736,393.856,3.70633,509.822,2.34342,407.256,-0.401204,267.143,8
3.58885,368.314,4.33019,476.202,2.54012,366.362,-0.727693,229.921,8
2.57537,447.955,3.89388,522.128,2.93201,395.545,0.215122,302.077,8
1.68748,386.245,2.36547,464.891,1.61604,329.177,-0.0412198,223.454,8
2.91751,435.115,5.00904,512.656,4.14154,373.039,0.901115,274.188,8
1.31149,446.476,3.01313,533.415,3.00369,394.374,1.2232,279.968,8
1.01756,406.69,2.77057,494.468,2.82649,363.449,1.31275,253.424,8
3.56846,407.915,3.3202,518.605,1.11666,402.132,-1.71322,264.27,8
2.26852,403.732,2.39907,501.566,1.11168,385.537,-0.804691,264.476,8
0.350046,349.643,1.78959,427.976,2.17989,341.771,1.29436,248.621,8
4.08111,546.585,4.96114,597.243,2.9096,464.318,-0.8341,399.79,9
4.02379,509.827,6.60232,596.062,5.18832,484.04,0.851524,380.864,9
4.00598,501.561,6.01072,584.517,4.33211,472.063,0.242636,372.881,9
4.02542,486.995,6.30563,564.036,4.74724,446.401,0.551794,352.748,9
1.32765,435.733,3.28761,514.568,3.29936,428.729,1.44941,336.123,9
6.27562,480.705,8.6349,538.803,5.73095,444.402,-0.367494,373.413,9
4.48256,446.992,4.97201,526.069,2.46212,434.836,-1.44208,340.846,9
6.66004,479.424,7.13128,460.369,3.18056,509.401,-2.50457,523.167,0
6.15799,464.029,6.35062,477.774,2.58161,531.753,-2.59697,516.531,0
8.52874,496.291,8.76398,449.629,3.66014,504.568,-3.48525,544.708,0
8.38169,487.094,7.63899,468.972,2.26939,537.539,-4.39022,550.046,0
4.39439,355.891,6.89165,358.605,5.09809,440.348,0.471398,435.672,0
3.94034,471.079,4.02558,446.611,1.65758,502.853,-1.62061,520.898,0
4.61543,454.092,5.33814,450.057,2.79731,518.479,-1.33235,518.216,0
3.18544,413.377,6.57947,414.529,5.93663,467.235,1.989,460.844,0
6.3014,443.757,6.47886,452.125,2.67101,527.026,-2.61999,515.747,0
5.16722,607.583,4.54408,597.275,1.22777,491.589,-2.84875,496.499,10
4.97906,604.972,8.71567,564.937,7.26418,447.397,1.75358,484.993,10
8.28525,577.564,9.55727,538.231,5.08561,416.936,-2.25918,458.16,10
3.66713,611.984,6.96612,585.157,6.05648,473.697,1.78001,500.529,10
7.90814,614.495,9.31862,570.927,5.11873,459.278,-2.01827,503.718,10
2.1947,560.311,5.70899,579.82,5.85892,452.635,2.61923,424.658,9
4.14025,505.48,5.10909,546.359,3.00936,437.499,-0.834556,385.516,9
6.17399,539.545,6.16671,601.733,2.44263,512.07,-2.69205,438.07,9
4.30732,497.944,6.56535,533.824,4.82736,413.67,0.385835,367.784,9
1.81714,509.118,3.73436,571.549,3.4525,459.785,1.15009,383.628,9
3.17609,523.348,5.03843,574.286,3.88824,449.627,0.542188,384.422,9
8.39075,545.98,8.3076,481.482,3.12918,486.024,-3.7768,544.319,0
8.6796,466.483,8.4697,472.689,3.0992,538.641,-3.9979,530.622,0
3.1953,486.815,4.15915,465.343,2.67089,506.268,-0.348741,521.884,0
2.60077,420.361,5.03658,407.324,4.32882,443.236,1.2426,452.683,0
4.94473,462.871,6.32759,468.521,3.82898,518.482,-0.823485,508.075,0
5.3608,468.518,5.59817,473.781,2.40766,541.089,-2.15034,532.103,0
4.70613,465.688,5.37593,440.398,2.79792,482.151,-1.34824,502.134,0
3.02146,435.903,7.06128,442.887,6.79837,502.374,2.74196,491.862,0
3.51162,444.674,5.82276,446.186,4.53739,495.49,0.735401,489.849,0
4.68524,456.671,6.98177,474.175,5.01492,529.328,0.31657,507.14,0
0.577676,376.349,1.67452,444.338,1.78472,316.367,0.867881,227.201,8
3.43216,465.149,4.74477,566.085,3.32373,423.102,-0.0609806,299.187,8
1.79514,351.377,2.70417,440.843,1.9591,354.005,0.102322,247.075,8
1.13652,355.998,2.72945,442.409,2.71908,354.923,1.12307,254.643,8
1.96876,391.246,3.83498,489.299,3.40808,379.699,1.04224,260.542,8
0.319336,364.676,2.04668,432.634,2.52174,298.093,1.58399,205.87,8
2.10273,324.027,3.26909,409.218,2.51191,310.879,0.304542,202.356,8
1.16768,345.085,2.87629,431.322,2.86072,328.914,1.19232,221.468,8
0.823913,287.081,2.92216,378.787,3.25655,305.051,1.76398,194.427,8
4.35991,400.222,6.36679,519.773,4.61322,441.704,0.167762,305.931,8
-0.41337,452.844,1.1044,553.011,1.98067,407.386,1.70875,276.711,8
1.43169,444.526,2.19605,533.024,1.64948,417.285,0.154843,307.649,8
1.58916,378.582,4.9725,456.252,5.43374,343.251,2.70229,247.255,8
2.4261,402.006,5.25961,477.354,4.96544,370.077,1.83996,279.257,8
-0.461492,377.893,1.07651,453.008,1.96271,336.688,1.72785,237.941,8
2.06639,399.46,3.99982,481.725,3.53985,370.466,1.05627,269.024,8
2.61711,400.194,2.94806,501.291,1.53847,394.508,-0.741466,271.433,8
2.90477,404.651,4.01258,489.199,2.76028,376.401,-0.0505133,272.667,8
1.34775,358.782,2.77774,472.912,2.56384,390.56,0.855289,253.705,8
2.93597,505.252,2.96273,427.654,1.16718,389.49,-1.28496,468.911,5
2.00803,491.896,2.10024,420.386,0.880138,367.597,-0.843016,443.413,5
2.42565,470.793,5.07112,410.366,4.61872,362.272,1.58914,424.228,5
1.82594,506.195,2.78104,423.896,2.08552,380.366,0.201126,466.879,5
2.96248,461.92,3.47768,410.526,1.86088,369.752,-0.82164,424.974,5
3.15816,413.218,3.01888,351.739,1.01695,280.256,-1.5669,348.463,5
3.42087,502.958,4.98715,451.123,3.50093,348.969,0.0030454,409.626,5
4.16063,522.119,3.74816,519.778,1.17048,413.573,-2.16962,414.363,5
0.879293,492.556,1.57116,450.297,1.31725,326.633,0.321772,377.067,5
3.26448,434.181,5.07276,439.202,3.77545,364.759,0.325903,357.95,5
5.91328,511.233,8.7458,483.859,6.24086,521.422,0.208538,544.537,0
3.41882,454.065,3.72208,440.659,1.74551,503.355,-1.20213,510.706,0
5.50459,490.054,5.16528,449.284,1.66163,505.68,-2.79205,538.88,0
3.92111,481.771,6.79797,481.689,5.5179,545.482,1.21812,540.463,0
6.65996,417.225,8.08116,429.468,4.56163,520.461,-1.49104,506.045,0
4.54995,460.764,5.54272,484.758,3.14935,563.033,-0.982559,536.846,0
6.3642,493.878,6.80137,494.172,3.0538,541.443,-2.35627,536.975,0
3.816,464.549,5.99643,470.286,4.5242,541.147,0.546437,533.646,0
3.61192,431.828,4.42839,422.953,2.54449,468.8,-0.788231,473.949,0
5.37913,602.169,7.81626,564.296,5.44435,448.039,-0.0015125,487.069,10
5.08109,581.859,5.78068,624.882,2.98035,489.961,-1.49125,434.922,10
7.2735,583.975,9.42017,580.756,5.86407,450.411,-1.00377,448.98,10
1.75708,538.381,5.00135,533.775,5.1803,453.162,2.3939,454.463,10
4.64012,576.416,5.30926,600.167,2.79013,500.84,-1.29212,472.524,10
5.60278,546.154,8.104,512.702,5.64027,415.951,0.0226715,448.467,10
4.80019,401.005,4.79452,371.511,1.8418,341.178,-2.15761,371.204,7
3.33116,455.657,3.50423,427.262,1.46137,389.186,-1.39437,418.565,7
3.34456,434.896,4.07078,401.54,2.31341,373.893,-0.785845,407.161,7
7.0615,283.749,5.23853,285.343,0.34552,268.608,-4.74488,266.092,7
5.31945,403.472,4.46776,392.472,0.904128,370.509,-3.17784,380.343,7
1.5436,329.388,1.91801,318.036,1.11518,297.452,-0.330644,309.957,7
2.62996,409.095,3.72362,362.574,2.58499,327.413,-0.00274981,373.604,7
2.0456,296.529,1.69221,266.138,0.322628,257.133,-1.23834,289.598,7
2.01402,352.324,3.54762,331.286,2.87527,311.348,0.578199,330.859,7
3.22046,330.142,2.75001,317.494,0.585967,299.874,-1.91269,313.858,7
4.5118,434.79,4.29874,410.453,1.49678,389.345,-2.15998,413.312,7
1.73733,421.38,1.58914,402.171,0.507458,365.804,-0.902709,386.632,7
3.08538,405.23,3.11322,381.167,1.23896,359.344,-1.35133,382.111,7
5.26298,443.809,5.07381,398.627,1.84324,363.419,-2.45777,411.269,7
3.10763,413.704,3.07463,404.817,1.21602,374.35,-1.32407,386.343,7
6.01996,437.819,5.91048,421.916,2.20344,399.441,-2.75384,415.339,7
2.66955,374.348,3.00616,356.642,1.46708,319.208,-0.896384,334.331,7
2.00564,415.771,2.25928,379.181,1.15924,359.508,-0.612504,396.161,7
5.25311,399.4,4.83468,390.728,1.45514,366.207,-2.73801,375.012,7
2.5398,462.247,2.75588,411.399,1.33098,379.08,-0.80721,432.813,7
-2.47677,496.651,0.643632,371.926,3.43439,187.761,4.26649,349.293,11
4.42937,501.215,7.94864,421.405,6.60632,262.894,1.43538,355.449,11
0.775422,434.189,4.56639,393.007,5.60371,249.142,3.39908,299.284,11
5.58455,481.278,6.29782,417.839,3.24879,277.488,-1.65111,350.992,11
0.645851,477.317,2.1994,417.008,2.48384,243.486,1.31573,318.658,11
2.80005,555.593,5.52788,533.444,5.00479,326.918,1.61122,354.172,11
1.40844,535.392,5.2724,508.739,6.10704,322.25,3.43343,354.501,11
0.602067,474.855,3.24985,462.532,3.93432,286.15,2.38247,297.841,11
5.26551,518.905,8.41601,497.443,6.62594,325.232,0.989825,348.397,11
1.95017,423.923,2.91428,425.429,2.09386,250.086,0.0766477,244.028,11
1.95079,414.312,3.53685,415.752,3.01602,268.832,0.743207,264.386,12
3.79719,435.98,4.56131,462.877,2.52508,335.493,-0.959292,301.805,12
4.3099,471.192,6.77538,505.032,5.15893,365.147,0.636137,320.678,12
0.85812,350.746,3.27342,364.328,3.71349,220.312,2.02847,199.657,12
5.50734,484.081,5.25876,513.457,1.8895,342.194,-2.52925,304.028,12
1.80771,370.656,3.39629,395.342,2.91215,287.78,0.809465,255.752,12
1.87203,442.144,2.82932,464.996,2.08163,335.393,0.142536,306.488,12
1.58432,324.747,2.45106,380.501,1.82577,286.406,0.180371,216.193,12
2.94026,434.999,4.7033,485.739,3.63099,359.587,0.500263,293.796,12
1.73576,428.787,2.94598,481.384,2.43575,358.372,0.567696,291.78,12
1.68635,447.375,3.06536,485.766,2.57233,362.368,0.636333,314.704,12
1.28658,420.374,2.09656,450.084,1.73273,307.757,0.398297,266.346,12
2.87498,460.336,5.32262,480.199,4.59786,340.592,1.2069,314.271,12
4.39706,425.393,4.67387,447.023,2.11845,287.159,-1.64233,256.582,12
2.23169,453.826,4.7533,486.842,4.41261,338.514,1.61738,294.618,12
4.05416,476.632,5.58998,511.684,3.67814,378.002,-0.274143,332.941,12
1.16467,389.664,2.49649,400.172,2.30124,243.357,0.825729,223.634,12
4.67118,439.107,4.9223,484.584,2.15918,349.71,-1.79376,291.054,12
2.6414,403.698,2.54219,435.556,0.904638,282.668,-1.24743,239.605,12
4.09863,463.493,4.42422,448.635,1.97986,475.426,-1.58483,484.596,0
4.07339,513.477,9.42283,506.909,8.9614,537.227,3.54832,536.763,0
5.48102,421.571,7.62644,413.311,5.08439,465.007,-0.293825,470.207,0
5.84473,452.588,7.28049,445.694,4.19042,505.314,-1.26045,510.215,0
4.12233,486.327,5.62832,493.34,3.6808,548.179,-0.33259,537.736,0
4.58917,464.91,6.02607,451.464,3.83733,509.398,-0.469611,516.943,0
5.13849,527.687,7.2913,501.59,5.07836,524.759,0.000688542,544.919,0
5.8887,446.422,7.84223,478.668,4.97324,567.109,-0.675902,536.442,0
2.93398,511.104,4.56004,440.689,3.53259,283.645,0.481365,363.436,11
3.50559,526.166,4.85309,442.532,3.24319,277.188,-0.181089,372.57,11
1.12948,512.993,5.86927,440.298,7.11676,263.381,4.32545,350.409,11
1.11274,557.74,3.89019,465.578,4.29399,286.555,2.24784,398.827,11
3.33133,551.179,7.5781,491.181,7.33258,319.933,2.87413,389.466,11
3.09316,558.259,5.08561,498.551,4.05709,317.023,0.689867,388.598,11
2.77018,521.244,4.35667,491.615,3.4125,313.26,0.502235,345.337,11
1.48703,484.212,4.19739,469.2,4.40755,314.667,2.09877,330.694,11
2.40267,369.293,3.20922,385.61,2.09772,258.364,-0.238252,235.733,12
3.92075,486.497,6.01723,499.222,4.51103,347.208,0.427255,329.913,12
2.96946,439.757,2.98002,483.765,1.18059,319.353,-1.28357,258.854,12
4.31228,418.855,6.46335,452.459,4.71773,315.314,0.304209,269.014,12
2.52915,316.692,4.25279,353.49,3.40627,228.038,0.631606,174.107,12
3.69332,447.833,4.41457,519.547,2.45415,407.282,-0.885836,321.308,12
4.79002,439.738,6.53477,489.849,4.31363,341.867,-0.381345,274.464,12
4.92214,386.708,5.51558,460.89,2.75007,376.407,-1.55499,289.416,12
2.6131,418.661,3.07661,477.897,1.66974,316.673,-0.672604,236.088,12
2.93486,462.448,4.81663,544.326,3.78781,414.787,0.576174,314.581,12
3.38703,270.562,2.70989,315.785,0.371166,232.056,-2.20964,173.811,12
3.17461,442.098,4.79679,490.223,3.51399,355.208,0.249609,296.113,12
1.14558,369.314,2.60272,382.633,2.47965,244.804,0.955954,225.76,12
1.77725,407.116,3.55143,478.44,3.16076,354.47,1.00199,261.679,12
1.53383,405.824,2.68958,453.247,2.26663,337.188,0.572443,276.532,12
4.29767,462.203,5.1414,498.971,2.91223,360.142,-0.988792,313.621,12
2.46602,425.192,3.53301,459.784,2.43234,303.975,-0.0488897,256.829,12
3.82456,376.106,4.54336,422.672,2.51092,306.312,-0.896107,246.573,12
0.776614,456.035,3.04282,467.236,3.46606,277.642,1.91774,259.24,12
3.95929,439.866,5.04739,464.246,3.04451,331.208,-0.621764,300.15,12
5.03133,486.562,7.39106,529.819,5.30547,381.987,0.209024,328.794,12
2.14652,424.759,4.03069,467.801,3.48257,338.989,1.0054,283.646,12
4.199,454.797,5.97311,456.825,4.09705,491.45,-0.081739,485.626,0
2.9779,517.592,5.80241,499.718,5.01443,562.806,1.46015,575.163,0
5.62871,491.829,7.00654,497.901,4.12528,568.61,-1.0182,558.9,0
0.846657,361.876,3.30434,380.717,3.77159,435.215,2.11522,410.236,0
5.77263,448.452,5.57492,471.785,1.96773,552.01,-2.71732,529.633,0
3.92234,453.296,5.47966,468.759,3.70966,552.103,-0.100201,536.975,0
2.71054,462.791,5.32539,451.052,4.72719,543.701,1.48732,550.984,0
5.09903,486.137,5.4007,478.528,2.39938,546.056,-1.9486,547.96,0
4.08437,477.902,4.6541,483.085,2.39719,554.757,-1.17853,548.919,0
3.20848,521.379,5.12621,466.773,3.96127,439.687,0.536056,490.86,0
3.99943,515.723,5.4969,467.282,3.71056,454.993,-0.194714,504.199,0
4.67286,569.145,6.30806,535.433,4.08569,497.271,-0.410667,531.383,0
4.9468,458.699,8.57042,449.228,7.05706,497.548,1.53393,503.631,0
5.8383,473.909,6.99011,437.318,3.88975,468.124,-1.40854,500.298,0
4.62202,541.364,5.51647,495.477,3.13976,466.944,-1.02362,511.746,0
4.10936,449.066,6.92763,472.792,5.48858,488.324,1.00362,460.822,0
6.91712,541.443,6.14784,501.765,1.58486,458.022,-3.87074,499.143,0
5.51192,542.35,5.39702,492.7,2.1186,470.678,-2.41593,517.459,0
3.367,364.706,4.95347,480.018,3.5931,376.038,0.114725,231.199,13
3.43654,396.796,6.37845,526.5,5.49824,456.344,1.52024,309.724,13
2.94654,297.984,2.72458,372.964,0.837874,278.611,-1.48533,181.125,13
2.237,393.12,3.19623,469.401,2.1586,359.005,-0.0452276,264.376,13
0.834419,337.341,3.00688,407.348,3.32892,318.063,1.79288,230.263,13
5.80487,318.605,4.80686,403.961,0.956668,328.608,-3.41036,226.276,13
1.67181,381.775,2.96828,461.925,2.54395,367.286,0.681212,269.983,13
0.780545,293.538,2.90731,343.63,3.30285,251.089,1.79238,185.73,13
3.19496,388.425,3.43638,483.689,1.55947,375.585,-1.17037,256.802,13
4.09542,338.02,6.95866,410.12,5.67432,331.009,1.2216,246.979,13
6.70154,382.599,5.62231,461.317,1.2361,353.271,-3.81187,255.748,13
2.3295,292.024,2.63984,371.192,1.36468,298.986,-0.664707,203.023,13
1.43102,323.847,1.47411,414.277,0.595361,318.684,-0.612143,202.964,13
3.14205,301.277,2.42707,379.7,0.247835,297.835,-2.05999,200.008,13
7.91329,373.877,7.85931,465.409,3.11231,358.501,-3.39373,241.925,13
1.62436,329.904,2.64631,416.362,2.03321,340.915,0.308016,235.821,13
