@RELATION Gabor_Edge
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE a22 NUMERIC
@ATTRIBUTE a23 NUMERIC
@ATTRIBUTE a24 NUMERIC
@ATTRIBUTE a25 NUMERIC
@ATTRIBUTE a26 NUMERIC
@ATTRIBUTE a27 NUMERIC
@ATTRIBUTE a28 NUMERIC
@ATTRIBUTE a29 NUMERIC
@ATTRIBUTE a30 NUMERIC
@ATTRIBUTE a31 NUMERIC
@ATTRIBUTE a32 NUMERIC
@ATTRIBUTE a33 NUMERIC
@ATTRIBUTE a34 NUMERIC
@ATTRIBUTE a35 NUMERIC
@ATTRIBUTE a36 NUMERIC
@ATTRIBUTE a37 NUMERIC
@ATTRIBUTE a38 NUMERIC
@ATTRIBUTE a39 NUMERIC
@ATTRIBUTE a40 NUMERIC
@ATTRIBUTE a41 NUMERIC
@ATTRIBUTE a42 NUMERIC
@ATTRIBUTE a43 NUMERIC
@ATTRIBUTE a44 NUMERIC
@ATTRIBUTE a45 NUMERIC
@ATTRIBUTE a46 NUMERIC
@ATTRIBUTE a47 NUMERIC
@ATTRIBUTE a48 NUMERIC
@ATTRIBUTE a49 NUMERIC
@ATTRIBUTE a50 NUMERIC
@ATTRIBUTE a51 NUMERIC
@ATTRIBUTE a52 NUMERIC
@ATTRIBUTE a53 NUMERIC
@ATTRIBUTE a54 NUMERIC
@ATTRIBUTE a55 NUMERIC
@ATTRIBUTE a56 NUMERIC
@ATTRIBUTE a57 NUMERIC
@ATTRIBUTE a58 NUMERIC
@ATTRIBUTE a59 NUMERIC
@ATTRIBUTE a60 NUMERIC
@ATTRIBUTE a61 NUMERIC
@ATTRIBUTE a62 NUMERIC
@ATTRIBUTE a63 NUMERIC
@ATTRIBUTE a64 NUMERIC
@ATTRIBUTE a65 NUMERIC
@ATTRIBUTE a66 NUMERIC
@ATTRIBUTE a67 NUMERIC
@ATTRIBUTE a68 NUMERIC
@ATTRIBUTE a69 NUMERIC
@ATTRIBUTE a70 NUMERIC
@ATTRIBUTE a71 NUMERIC
@ATTRIBUTE a72 NUMERIC
@ATTRIBUTE a73 NUMERIC
@ATTRIBUTE a74 NUMERIC
@ATTRIBUTE a75 NUMERIC
@ATTRIBUTE a76 NUMERIC
@ATTRIBUTE a77 NUMERIC
@ATTRIBUTE a78 NUMERIC
@ATTRIBUTE a79 NUMERIC
@ATTRIBUTE a80 NUMERIC
@ATTRIBUTE a81 NUMERIC
@ATTRIBUTE a82 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
93.2589616775,17.2046013078,1.69219514608,2.25110388053,93.2589616775,17.2046013078,1.43987894334,1.59420665051,93.2589616775,17.2046013078,0.375752643914,0.999127339853,93.2589616775,17.2046013078,0.351462692218,0.909962988943,93.2589616775,17.2046013078,0.409102240841,1.10342237499,93.2589616775,17.2046013078,0.366379418937,0.957326398554,93.2589616775,17.2046013078,0.352588527316,0.928310268853,93.2589616775,17.2046013078,0.342484082964,0.883921640375,12.0003,12.3766,9.4299,15.2959,18.1807,14.3227,6.8266,11.5673,8.2505,8.8144,7.5855,5.9444,9.1441,6.1567,12.2496,5.8652,10.1874,6.5018,10.5387,8.7618,7.1035,8.46,8.4248,6.1638,4.0959,6.384,3.9078,3.4809,7.1715,3.3642,2.98,11.0176,2.7346,11.4061,6.2095,7.0958,1.3565,-0.0352,-2.261,-2.0679,2.2881,-2.4762,-0.4269,3.6906,-3.8073,-0.3842,8.0376,-8.283,8.6715,-5.1966,0.8863,114
93.1886053233,17.2629300682,1.66955088503,2.17520823122,93.1886053233,17.2629300682,1.45950145424,1.63172654937,93.1886053233,17.2629300682,0.376933652579,0.989254111095,93.1886053233,17.2629300682,0.356688643226,0.917596535389,93.1886053233,17.2629300682,0.407517156111,1.08239162346,93.1886053233,17.2629300682,0.372207445444,0.967603788236,93.1886053233,17.2629300682,0.355975533688,0.927012601827,93.1886053233,17.2629300682,0.346882753481,0.888632829397,11.9138,12.2522,9.3345,15.1614,18.2959,14.5519,6.9159,11.5744,8.232,8.8121,7.6447,5.8683,9.0248,6.0708,12.3714,6.0156,10.3383,6.4368,10.4392,8.7459,7.0235,8.4066,8.3638,6.1983,4.0368,6.4258,3.9314,3.4377,7.329,3.4106,3.0641,11.1361,2.7835,11.4612,6.0636,6.9281,1.3831,-0.0428,-2.1655,-2.1615,2.389,-2.4944,-0.4937,3.8913,-3.9184,-0.3465,8.072,-8.3526,8.6777,-5.3976,0.8645,114
93.3402867259,16.9306176144,1.66333566083,2.17740389782,93.3402867259,16.9306176144,1.46474891232,1.6639426956,93.3402867259,16.9306176144,0.372840892267,0.984823565575,93.3402867259,16.9306176144,0.357165749436,0.925069403472,93.3402867259,16.9306176144,0.400546538872,1.06942976575,93.3402867259,16.9306176144,0.372460678207,0.974508844343,93.3402867259,16.9306176144,0.352500880132,0.924144152197,93.3402867259,16.9306176144,0.346990874408,0.895649146501,11.7145,12.1282,9.2946,15.2313,18.4385,14.5372,7.0736,11.5822,8.1373,8.5911,7.6121,5.8347,9.0521,6.2757,12.4939,6.0811,10.1534,6.4856,10.4538,8.8291,7.0513,8.3811,8.2449,6.1884,3.9777,6.4947,4.1056,3.7383,7.5535,3.528,3.1077,11.0409,2.6975,11.2696,5.8461,6.7748,1.3298,-0.1362,-2.0565,-2.2107,2.517,-2.3891,-0.3673,3.8152,-4.0255,-0.4203,7.9332,-8.3434,8.5721,-5.4235,0.9287,114
93.6546814311,16.7568408814,1.63709748561,2.15890558382,93.6546814311,16.7568408814,1.40302667898,1.50526460227,93.6546814311,16.7568408814,0.347211360143,0.952203701453,93.6546814311,16.7568408814,0.331865821906,0.88627960574,93.6546814311,16.7568408814,0.376229532263,1.0456277933,93.6546814311,16.7568408814,0.349323128216,0.942837335378,93.6546814311,16.7568408814,0.327243421294,0.888910141658,93.6546814311,16.7568408814,0.320609568248,0.852813712793,11.3914,12.1555,9.4804,15.4336,18.5212,14.4956,7.0658,11.4565,7.8411,8.4552,7.7716,6.0009,9.2344,6.3682,12.4853,6.0582,10.0831,6.5184,10.3405,8.8432,6.6833,8.2605,8.3251,6.4872,4.1649,6.8272,4.2124,3.8731,7.6633,3.5583,3.0622,10.8212,2.5642,10.9498,5.762,6.7855,1.5772,0.0646,-1.8379,-2.3223,2.6623,-2.6148,-0.3393,3.7902,-4.105,-0.4961,7.759,-8.257,8.3856,-5.1878,1.0235,114
88.3825057914,25.2579757061,1.66537503998,2.02048505541,88.3825057914,25.2579757061,1.58706925666,1.84524575928,88.3825057914,25.2579757061,0.431869314104,0.980210700034,88.3825057914,25.2579757061,0.423620012426,0.951673958626,88.3825057914,25.2579757061,0.459026777504,1.04998194271,88.3825057914,25.2579757061,0.445821085182,1.0097796385,88.3825057914,25.2579757061,0.412189331004,0.932164778753,88.3825057914,25.2579757061,0.407482355087,0.911572559278,15.8032,13.3341,8.0866,13.5881,16.4701,13.6413,5.8385,13.238,13.93,12.8778,7.5691,5.5564,8.1229,4.8464,10.7972,4.4505,10.0898,3.0912,10.0323,8.6364,13.3747,12.9379,10.7892,5.5984,3.686,4.8812,2.3518,1.0691,2.7829,0.9035,1.1458,12.9888,2.6154,13.0561,6.061,5.7584,-0.4368,-2.1487,-5.1908,-1.9124,1.1952,-2.5294,-1.2827,1.7138,-1.8794,0.2423,11.843,-10.3734,10.4407,-6.9951,-0.3026,117
94.5624671031,18.0644471632,1.27827819797,1.37453071355,94.5624671031,18.0644471632,1.25838194548,1.30507229653,94.5624671031,18.0644471632,0.196741008014,0.689236560963,94.5624671031,18.0644471632,0.194446719779,0.67928690516,94.5624671031,18.0644471632,0.208471758669,0.735590397483,94.5624671031,18.0644471632,0.204548269158,0.719517763002,94.5624671031,18.0644471632,0.187691037276,0.655868038951,94.5624671031,18.0644471632,0.186878084662,0.651956694589,16.6367,13.3061,7.476,13.0195,16.5107,13.8915,5.6485,13.511,15.0877,12.8539,6.8868,4.9745,7.3687,4.3677,10.8723,4.7737,11.0206,3.342,10.076,8.3761,15.1005,13.207,10.5096,4.9762,3.2583,4.3249,2.0229,0.8225,2.3435,0.6919,0.9407,13.1012,2.9471,13.6015,5.6259,6.5264,-1.8935,-2.6974,-5.5334,-1.7179,1.0666,-2.302,-1.2004,1.521,-1.6516,0.2488,12.1605,-10.1541,10.6544,-7.9756,0.9005,117
89.3728432461,24.0867954979,1.5802529857,1.870465325,89.3728432461,24.0867954979,1.58582217842,1.88356375498,89.3728432461,24.0867954979,0.403261303636,0.945902758795,89.3728432461,24.0867954979,0.404836252348,0.946816308053,89.3728432461,24.0867954979,0.425510332243,1.00591466089,89.3728432461,24.0867954979,0.427649327597,1.00781337089,89.3728432461,24.0867954979,0.38727548109,0.905068968823,89.3728432461,24.0867954979,0.386664288527,0.902850507925,15.81,13.0165,7.5609,13.2552,16.503,14.1242,6.086,13.6442,13.9057,12.4919,7.1842,5.1123,7.4837,4.4276,10.7318,4.5823,11.1516,3.3583,10.786,8.7845,13.1714,12.6421,10.2269,5.13,3.3758,4.4667,2.0909,0.8991,2.6895,0.8907,1.1688,14.2823,2.5712,14.2031,6.2392,5.9521,-0.5293,-2.4152,-5.0969,-1.7542,1.0909,-2.3758,-1.1918,1.7904,-1.7988,0.2781,13.1135,-11.7111,11.6319,-7.9639,-0.2871,117
88.0901192469,25.3712215392,1.65626801139,1.98901962557,88.0901192469,25.3712215392,1.63490866684,1.9427294018,88.0901192469,25.3712215392,0.444418141917,0.984944092929,88.0901192469,25.3712215392,0.444030337409,0.980311128952,88.0901192469,25.3712215392,0.469697179582,1.04825057393,88.0901192469,25.3712215392,0.466515123252,1.03800119663,88.0901192469,25.3712215392,0.424691496353,0.9406796718,88.0901192469,25.3712215392,0.42630828959,0.938422076537,15.5787,12.958,7.6609,13.5103,16.8142,14.2075,5.9181,13.3522,13.7239,12.5292,7.3077,5.3651,7.7751,4.5719,11.0364,4.5209,11.0904,3.1087,10.5408,8.4299,13.0721,12.6417,10.6105,5.4657,3.6206,4.6226,2.1357,0.8074,2.445,0.709,1.0502,14.3295,2.6251,14.0472,6.2353,5.5824,-0.4304,-2.0312,-5.1448,-1.8451,1.002,-2.4869,-1.3283,1.6376,-1.736,0.3412,13.2793,-11.7044,11.4221,-7.8119,-0.6529,117
87.8160522653,23.8605788386,2.68721471744,3.66725039414,87.8160522653,23.8605788386,1.53120523749,1.61056883073,87.8160522653,23.8605788386,0.780635820072,1.53389093057,87.8160522653,23.8605788386,0.587869271459,1.13955399961,87.8160522653,23.8605788386,0.859640709611,1.68854012657,87.8160522653,23.8605788386,0.579699891737,1.1356773837,87.8160522653,23.8605788386,0.72332048939,1.42656938429,87.8160522653,23.8605788386,0.607334605178,1.16099852109,14.8629,15.5751,12.3643,14.5943,13.6794,11.1138,6.0028,11.8074,10.1763,12.1137,9.4565,8.0614,10.1679,6.1604,8.3792,4.2291,9.0845,5.4838,9.2709,7.4164,7.6632,9.4054,10.3879,7.1826,5.674,6.7664,3.9183,2.4746,4.5636,2.7695,2.8207,9.7816,3.7114,9.9943,6.4867,6.3999,1.7422,0.9825,-3.2053,-1.5086,1.0924,-2.8481,-1.4437,2.089,-1.7941,0.0512,6.9609,-6.0702,6.2829,-3.5076,-0.0868,118
87.4548864205,24.3239887242,2.66670414939,3.62807251374,87.4548864205,24.3239887242,1.53619506246,1.61731017359,87.4548864205,24.3239887242,0.774059332838,1.52793804078,87.4548864205,24.3239887242,0.590402076942,1.13556269752,87.4548864205,24.3239887242,0.857078780075,1.69487933198,87.4548864205,24.3239887242,0.580882550146,1.1312583198,87.4548864205,24.3239887242,0.718604174056,1.41892199636,87.4548864205,24.3239887242,0.609456237818,1.15552921091,14.8615,15.504,12.2718,14.6736,13.7786,11.129,5.9962,11.7853,10.2288,12.0731,9.3145,7.9274,10.1717,6.1915,8.4788,4.267,9.0862,5.4661,9.2914,7.5036,7.8303,9.4869,10.3079,7.0565,5.5443,6.7116,3.912,2.467,4.6021,2.7692,2.7812,9.8205,3.6855,10.1294,6.4868,6.4088,1.6566,0.821,-3.2514,-1.5122,1.1673,-2.7996,-1.445,2.1351,-1.8329,0.012,7.0393,-6.135,6.4439,-3.6426,-0.078,118
87.9401991807,23.9306835294,2.6251585439,3.60584770343,87.9401991807,23.9306835294,1.50526830507,1.57871208889,87.9401991807,23.9306835294,0.759801368741,1.53475141697,87.9401991807,23.9306835294,0.56606901416,1.11170030897,87.9401991807,23.9306835294,0.837464937777,1.69371703793,87.9401991807,23.9306835294,0.560477676639,1.11315986683,87.9401991807,23.9306835294,0.703143691105,1.41729579575,87.9401991807,23.9306835294,0.584935966374,1.13223368521,14.7529,15.5728,12.413,14.7491,13.8218,11.1162,5.9138,11.6606,10.0695,12.1352,9.4611,8.0815,10.2525,6.1849,8.4902,4.2739,9.0681,5.4587,9.1716,7.3528,7.6158,9.4569,10.4936,7.1878,5.6489,6.7873,3.9137,2.4587,4.614,2.7872,2.8036,9.7914,3.6589,10.0517,6.4028,6.3277,1.8411,1.0367,-3.3058,-1.5389,1.1384,-2.8736,-1.455,2.1553,-1.8268,0.0164,6.9878,-6.1325,6.3928,-3.6489,-0.0751,118
87.7113499253,24.2985197222,2.62808118912,3.60517770409,87.7113499253,24.2985197222,1.49927286365,1.56314388926,87.7113499253,24.2985197222,0.770307451212,1.55345023118,87.7113499253,24.2985197222,0.554325242868,1.09229766216,87.7113499253,24.2985197222,0.850288265558,1.71174939126,87.7113499253,24.2985197222,0.547490869748,1.09085140736,87.7113499253,24.2985197222,0.71485912578,1.44259535828,87.7113499253,24.2985197222,0.576326376624,1.11868591932,15.1556,15.872,12.5093,14.4758,13.4157,10.8966,5.8302,11.8448,10.4901,12.54,9.6726,8.1355,10.1107,5.9951,8.0572,4.0272,9.0219,5.3624,9.1813,7.4059,7.8326,9.751,10.7648,7.2837,5.7275,6.6726,3.818,2.3071,4.4442,2.7571,2.7333,9.7065,3.5922,9.9972,6.422,6.1901,1.9184,1.0138,-3.4811,-1.5562,0.9451,-2.8546,-1.5109,2.1371,-1.6871,-0.0238,6.9732,-6.1143,6.405,-3.5752,-0.2319,118
88.7140982542,22.8430460282,2.61404861496,3.65373129739,88.7140982542,22.8430460282,1.53136650154,1.62865411071,88.7140982542,22.8430460282,0.728745702984,1.49130874282,88.7140982542,22.8430460282,0.572044153327,1.13751471896,88.7140982542,22.8430460282,0.806927075945,1.65304997134,88.7140982542,22.8430460282,0.564753414143,1.13469006213,88.7140982542,22.8430460282,0.673491678122,1.37533536934,88.7140982542,22.8430460282,0.588703897902,1.15738262643,14.6991,15.2509,12.0691,14.4498,13.7248,11.3767,6.4589,11.9708,10.0796,11.7522,9.1723,7.7848,9.876,6.2153,8.5225,4.5396,9.2364,5.6257,9.4525,7.7431,7.8399,9.3714,10.0407,6.9361,5.4096,6.6156,3.9916,2.8098,4.9329,2.9572,2.901,9.4667,3.6631,9.7957,6.5892,6.6796,1.5315,0.6693,-3.1046,-1.5265,1.206,-2.624,-1.1818,2.1231,-1.9757,-0.0562,6.5657,-5.8036,6.1326,-3.2065,0.0904,118
90.4452316809,19.97942646,1.77056301379,2.1629021538,90.4452316809,19.97942646,1.89249555404,2.31480138444,90.4452316809,19.97942646,0.535522979035,1.10530527749,90.4452316809,19.97942646,0.537014242934,1.11136941467,90.4452316809,19.97942646,0.568228488774,1.18356634226,90.4452316809,19.97942646,0.57071476835,1.19218068559,90.4452316809,19.97942646,0.511893733569,1.05497829699,90.4452316809,19.97942646,0.515329234595,1.06305950026,12.8289,11.4922,7.7168,13.3228,17.2805,15.932,8.2088,13.218,9.3129,8.844,7.1462,5.3096,7.8691,5.2608,11.5301,6.4734,12.5368,5.7312,11.2453,8.7406,8.1591,8.6715,8.1528,5.6981,3.5637,5.9149,3.74,3.2549,6.647,3.3419,3.1254,12.4853,2.739,12.2001,5.7861,6.5203,0.5124,-0.5187,-2.4547,-2.1344,2.3512,-2.1749,-0.4851,3.3921,-3.3051,-0.2165,9.3599,-9.7463,9.4611,-6.414,0.7342,119
92.644483832,18.8377116176,1.61419205341,2.04309671105,92.644483832,18.8377116176,1.44254492713,1.61049949985,92.644483832,18.8377116176,0.381445013065,0.995865483958,92.644483832,18.8377116176,0.359883923769,0.926968578094,92.644483832,18.8377116176,0.407809885024,1.07533866494,92.644483832,18.8377116176,0.370560250036,0.961529385644,92.644483832,18.8377116176,0.3652260463,0.954698093966,92.644483832,18.8377116176,0.3515456566,0.9040140688,13.0239,12.5769,9.2279,14.9258,17.8168,14.3349,6.3435,11.7504,9.3168,9.859,7.5902,6.1823,9.0652,5.8857,11.8992,5.427,10.8718,5.6596,10.1719,8.0713,7.9146,8.8646,8.8049,6.0135,4.2909,6.0702,3.4307,2.5817,5.5633,2.8318,2.8103,12.0198,2.9806,12.5231,6.4792,6.8207,0.95,-0.0597,-2.7914,-1.7226,1.7793,-2.6395,-0.849,2.9816,-2.7315,-0.0215,9.2095,-9.0392,9.5425,-6.0439,0.3415,121
90.1389253176,22.3852009073,1.64987839759,2.04666644999,90.1389253176,22.3852009073,1.52748224803,1.74976670535,90.1389253176,22.3852009073,0.416848484484,1.01228127172,90.1389253176,22.3852009073,0.397477862464,0.948467658107,90.1389253176,22.3852009073,0.440895501379,1.07571769525,90.1389253176,22.3852009073,0.413393014974,0.994414321975,90.1389253176,22.3852009073,0.396014891296,0.960781813211,90.1389253176,22.3852009073,0.38450166483,0.91488037054,12.4581,11.759,8.3145,15.5122,19.6118,15.3506,5.7325,11.2611,9.1791,9.6127,7.2119,6.0626,9.3252,5.6935,13.6585,5.362,11.7518,4.9227,10.1928,7.0272,7.7177,8.6927,8.8514,5.8615,4.2848,5.8952,3.1725,1.9282,4.4502,2.0339,2.3331,14.041,3.1932,14.4321,6.5993,6.5133,0.975,0.1587,-2.9899,-1.5767,1.6104,-2.7227,-1.2443,2.522,-2.4163,0.2992,11.7079,-10.8478,11.2389,-7.8328,-0.086,121
85.7098943112,25.4126649279,2.7269760277,3.45703693379,85.7098943112,25.4126649279,1.56920138598,1.62337579012,85.7098943112,25.4126649279,0.816969038085,1.46357959285,85.7098943112,25.4126649279,0.666302274324,1.15319042466,85.7098943112,25.4126649279,0.905557762415,1.63477910677,85.7098943112,25.4126649279,0.664740924519,1.16188099501,85.7098943112,25.4126649279,0.759444963101,1.35812860121,85.7098943112,25.4126649279,0.671073204826,1.15026800898,14.3763,15.5335,12.4589,15.8564,15.0657,11.2045,4.6613,10.8434,9.7291,12.2344,9.5896,8.3521,10.9554,6.3137,9.459,3.8772,8.8013,5.2609,8.8289,6.5984,7.217,9.5516,10.9105,7.3424,5.6569,6.7624,3.3386,1.5781,3.9382,2.2932,2.5486,10.9034,3.6998,11.4199,6.6494,6.19,2.3346,1.3589,-3.5681,-1.6855,1.1055,-3.4238,-1.7605,2.3601,-1.645,0.2554,8.3548,-7.2036,7.7201,-4.7705,-0.4594,123
91.7286370439,18.6699727943,1.72210936023,2.2373373606,91.7286370439,18.6699727943,1.62167111943,1.89696663969,91.7286370439,18.6699727943,0.444852103572,1.06272978639,91.7286370439,18.6699727943,0.421312331663,0.979793698862,91.7286370439,18.6699727943,0.474508187967,1.14966939171,91.7286370439,18.6699727943,0.445193478061,1.04547308603,91.7286370439,18.6699727943,0.420883615703,0.994431856863,91.7286370439,18.6699727943,0.407344183692,0.943924482016,14.471,12.5322,8.0502,12.9197,16.6547,14.5259,7.5282,13.3182,11.2406,10.4588,7.3587,5.4349,7.4437,4.8143,10.926,5.9053,10.7527,5.4118,10.6595,9.5936,10.1203,10.083,9.2117,5.88,3.9205,5.2811,3.3205,2.9026,6.0515,3.1181,2.7668,9.7295,2.5455,11.0672,6.547,7.4549,-0.0373,-0.8713,-3.3317,-1.9595,1.3606,-1.9606,-0.4179,3.1489,-2.9334,-0.3513,6.9627,-7.184,8.5217,-4.5202,0.9079,124
90.7013191517,21.8228638909,1.82094125129,2.48609918872,90.7013191517,21.8228638909,1.4107297167,1.47390886768,90.7013191517,21.8228638909,0.439465555316,1.09200098185,90.7013191517,21.8228638909,0.392883432585,0.938516954863,90.7013191517,21.8228638909,0.473745128996,1.18728795656,90.7013191517,21.8228638909,0.401966099845,0.964151060358,90.7013191517,21.8228638909,0.413819575462,1.02301850298,90.7013191517,21.8228638909,0.384989032102,0.918541042778,12.8917,13.2178,10.257,16.1163,18.0605,13.4192,5.3467,10.6908,9.2785,10.5814,8.2553,7.1666,10.6162,6.5901,12.3053,5.0192,9.4542,4.8146,8.9387,6.9801,7.774,9.2267,9.7926,6.7491,5.1948,6.7139,3.7705,2.4797,4.659,2.4074,2.3842,10.9425,3.048,11.7036,6.5618,6.5921,1.4527,0.5659,-3.0435,-1.5543,1.5191,-2.9434,-1.2908,2.1793,-2.2516,-0.0232,8.5583,-7.8945,8.6556,-5.1418,0.0303,125
89.4505728598,22.5468061307,1.68956218652,2.00202059145,89.4505728598,22.5468061307,1.7531187459,2.1494419378,89.4505728598,22.5468061307,0.474900167072,1.04118185637,89.4505728598,22.5468061307,0.484940485763,1.07045738442,89.4505728598,22.5468061307,0.49633600308,1.09698229372,89.4505728598,22.5468061307,0.511944877704,1.13548222161,89.4505728598,22.5468061307,0.45799939801,1.00150079729,89.4505728598,22.5468061307,0.464913159871,1.02680409851,13.1599,11.4678,7.5397,14.0386,18.29,15.5859,7.2548,12.6633,10.1487,9.4353,6.7763,5.146,8.0361,5.3812,12.6273,5.9262,12.3024,5.0416,11.175,8.0041,9.0821,9.2428,8.3963,5.207,3.3816,5.1545,3.0352,2.4545,5.2925,2.4448,2.5841,13.5997,3.1595,13.908,6.4621,6.5952,0.1607,-0.8465,-3.1893,-1.8254,1.7729,-2.1193,-0.5807,2.838,-2.8477,0.1393,11.0156,-10.4402,10.7485,-7.4459,0.1331,126
87.1827111098,25.4403435018,1.75063658673,2.05409653508,87.1827111098,25.4403435018,1.64648666879,1.8298150003,87.1827111098,25.4403435018,0.484847232871,1.00226310255,87.1827111098,25.4403435018,0.482519178539,0.987181870392,87.1827111098,25.4403435018,0.509721771941,1.05985008541,87.1827111098,25.4403435018,0.507728340815,1.04416767104,87.1827111098,25.4403435018,0.463545359606,0.95702457395,87.1827111098,25.4403435018,0.462240109514,0.948990821642,18.6671,15.2901,8.5462,11.7949,13.9407,12.2283,5.3454,14.1872,16.8852,16.5818,8.8196,5.0986,5.6133,3.2387,7.3587,3.3566,10.6798,3.2749,9.2627,9.8301,14.9362,16.0736,12.3684,5.0585,2.9389,3.1708,1.543,0.7546,2.4948,0.9938,1.2732,12.8765,2.3775,11.4591,5.66,6.0209,1.1374,-3.7052,-7.3099,-2.1196,0.2319,-1.6278,-0.7884,1.7402,-1.501,0.2794,11.6033,-10.499,9.0816,-5.7991,0.3609,127
87.9413215247,24.5060994043,1.65152270519,1.91570760439,87.9413215247,24.5060994043,1.70550551263,2.0048346027,87.9413215247,24.5060994043,0.469079892251,0.991250196582,87.9413215247,24.5060994043,0.467332104249,0.991990057745,87.9413215247,24.5060994043,0.495744120697,1.05600143623,87.9413215247,24.5060994043,0.492608421326,1.05585987532,87.9413215247,24.5060994043,0.447354679742,0.945047506812,87.9413215247,24.5060994043,0.446105882112,0.943057493361,12.2343,10.5084,6.517,14.9154,20.8118,17.1072,6.0271,11.8789,9.4353,8.7136,6.0507,4.9156,8.1391,4.8422,15.5193,6.5604,13.446,4.1431,10.8896,7.3451,8.486,8.3943,8.032,5.2926,3.681,5.3777,2.5418,1.1424,4.091,1.3802,1.7105,16.2775,3.1593,17.9174,6.1423,6.374,-0.0917,-0.3623,-2.7394,-1.6116,1.6967,-2.8359,-1.3994,2.9486,-2.7108,0.3303,14.567,-13.1182,14.7581,-11.7751,0.2317,128
84.8103142478,26.1395356625,2.74702116183,3.41906036663,84.8103142478,26.1395356625,1.60098851685,1.66183559067,84.8103142478,26.1395356625,0.835561339422,1.45137847003,84.8103142478,26.1395356625,0.691747198581,1.15931558564,84.8103142478,26.1395356625,0.921780866189,1.61216633704,84.8103142478,26.1395356625,0.692035641664,1.16927712305,84.8103142478,26.1395356625,0.782869340814,1.35997912585,84.8103142478,26.1395356625,0.697180076805,1.1575290308,14.428,15.5336,12.3622,15.8904,15.1718,11.2296,4.5244,10.8599,9.7911,12.3086,9.5577,8.2922,10.976,6.2783,9.4746,3.7219,8.8646,5.2581,8.8979,6.5791,7.2184,9.5748,10.9232,7.2585,5.606,6.723,3.2366,1.4259,3.7473,2.1287,2.4972,11.2894,3.735,11.7684,6.7186,6.1491,2.3564,1.3484,-3.6647,-1.6525,1.117,-3.4864,-1.8107,2.3214,-1.6186,0.3685,8.7922,-7.5544,8.0334,-5.0498,-0.5695,123
92.1960974964,19.4359675056,1.5708446323,1.94037171209,92.1960974964,19.4359675056,1.40844673329,1.51139688696,92.1960974964,19.4359675056,0.346143689082,0.923336191599,92.1960974964,19.4359675056,0.328466611344,0.859876048865,92.1960974964,19.4359675056,0.368545139233,0.994570734266,92.1960974964,19.4359675056,0.340986493583,0.898830814544,92.1960974964,19.4359675056,0.330559051868,0.880022206244,92.1960974964,19.4359675056,0.319459812294,0.836357410458,10.8552,11.1654,8.6961,16.701,21.3188,15.5117,5.6822,10.0696,7.4341,8.0952,6.9539,5.8258,9.9614,6.46,15.4732,6.1391,10.3464,5.8764,9.8322,7.6021,6.3898,7.6266,7.9868,5.9391,4.2213,6.2559,3.588,2.7555,6.4707,2.9003,2.7854,12.3087,2.9432,13.9936,6.5018,7.3333,1.2368,0.3602,-2.0477,-1.7178,2.0346,-2.6679,-0.8325,3.7152,-3.5704,-0.1149,9.5233,-9.3655,11.0504,-7.4918,0.8315,129
