@RELATION GSCM_all
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE a22 NUMERIC
@ATTRIBUTE a23 NUMERIC
@ATTRIBUTE a24 NUMERIC
@ATTRIBUTE a25 NUMERIC
@ATTRIBUTE a26 NUMERIC
@ATTRIBUTE a27 NUMERIC
@ATTRIBUTE a28 NUMERIC
@ATTRIBUTE a29 NUMERIC
@ATTRIBUTE a30 NUMERIC
@ATTRIBUTE a31 NUMERIC
@ATTRIBUTE a32 NUMERIC
@ATTRIBUTE a33 NUMERIC
@ATTRIBUTE a34 NUMERIC
@ATTRIBUTE a35 NUMERIC
@ATTRIBUTE a36 NUMERIC
@ATTRIBUTE a37 NUMERIC
@ATTRIBUTE a38 NUMERIC
@ATTRIBUTE a39 NUMERIC
@ATTRIBUTE a40 NUMERIC
@ATTRIBUTE a41 NUMERIC
@ATTRIBUTE a42 NUMERIC
@ATTRIBUTE a43 NUMERIC
@ATTRIBUTE a44 NUMERIC
@ATTRIBUTE a45 NUMERIC
@ATTRIBUTE a46 NUMERIC
@ATTRIBUTE a47 NUMERIC
@ATTRIBUTE a48 NUMERIC
@ATTRIBUTE a49 NUMERIC
@ATTRIBUTE a50 NUMERIC
@ATTRIBUTE a51 NUMERIC
@ATTRIBUTE a52 NUMERIC
@ATTRIBUTE a53 NUMERIC
@ATTRIBUTE a54 NUMERIC
@ATTRIBUTE a55 NUMERIC
@ATTRIBUTE a56 NUMERIC
@ATTRIBUTE a57 NUMERIC
@ATTRIBUTE a58 NUMERIC
@ATTRIBUTE a59 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
134011.0,30423.0,2164293.0,111272.0,53138.0,2139978.0,135530.0,28946.0,2165636.0,139758.0,24716.0,2168464.0,105989.0,58372.0,2134879.0,111272.0,53138.0,2139978.0,108695.0,55741.0,2137248.0,139758.0,24716.0,2168464.0,80051.0,84239.0,2107547.0,65208.0,99089.0,2090972.0,84090.0,80280.0,2111122.0,119309.0,45121.0,2145073.0,58101.0,106122.0,2084200.0,35548.0,128612.0,2058402.0,63447.0,100846.0,2088974.0,100484.0,63876.0,2123338.0,43584.0,120572.0,2068287.0,27009.0,137007.0,2046968.0,49864.0,114348.0,2073888.0,85137.0,79141.0,2105096.0,8
102182.0,18268.0,1021629.0,89939.0,30476.0,1008068.0,102936.0,17564.0,1021823.0,101806.0,18686.0,1019935.0,84638.0,35712.0,1003345.0,89939.0,30476.0,1008068.0,86005.0,34438.0,1003599.0,101806.0,18686.0,1019935.0,67840.0,52401.0,985820.0,61325.0,58933.0,977424.0,69803.0,50558.0,986131.0,84300.0,36123.0,1000399.0,52166.0,67959.0,969429.0,37026.0,83041.0,951137.0,55292.0,64972.0,970366.0,68081.0,52244.0,982192.0,39518.0,80490.0,956066.0,25240.0,94614.0,937387.0,45217.0,74931.0,959057.0,55759.0,64450.0,967906.0,9
179823.0,15838.0,1028545.0,173255.0,22373.0,1020425.0,177907.0,17883.0,1025688.0,169951.0,25833.0,1017121.0,164460.0,30985.0,1012630.0,173255.0,22373.0,1020425.0,160284.0,35453.0,1006536.0,169951.0,25833.0,1017121.0,149703.0,45465.0,997387.0,151464.0,43895.0,996556.0,142933.0,52730.0,987680.0,144870.0,50849.0,989962.0,135469.0,59396.0,982696.0,130468.0,64544.0,973570.0,125911.0,69665.0,969169.0,120629.0,74999.0,963735.0,121743.0,72798.0,968538.0,111074.0,83554.0,952231.0,109469.0,86016.0,951244.0,97302.0,98219.0,938469.0,0
115308.0,17276.0,994694.0,108649.0,23902.0,986744.0,120144.0,12654.0,998854.0,113524.0,19273.0,991619.0,98452.0,33831.0,977277.0,108649.0,23902.0,986744.0,108250.0,24497.0,985687.0,113524.0,19273.0,991619.0,82335.0,49619.0,960626.0,86024.0,46175.0,962288.0,96928.0,35753.0,973109.0,95167.0,37577.0,971431.0,67110.0,64510.0,944872.0,65631.0,66173.0,940110.0,86283.0,46322.0,961218.0,77581.0,55096.0,952060.0,53344.0,77992.0,930527.0,49965.0,81429.0,922676.0,76521.0,56004.0,950215.0,61082.0,71518.0,933793.0,10
105860.0,20309.0,1099100.0,93595.0,32531.0,1085502.0,107579.0,18636.0,1100293.0,104570.0,21640.0,1096477.0,86388.0,39660.0,1078856.0,93595.0,32531.0,1085502.0,89708.0,36429.0,1081131.0,104570.0,21640.0,1096477.0,67812.0,58088.0,1059537.0,63178.0,62749.0,1053025.0,72849.0,53189.0,1063008.0,84312.0,41811.0,1074159.0,50515.0,75227.0,1041508.0,37995.0,87685.0,1025840.0,58235.0,67683.0,1047149.0,65860.0,60153.0,1053705.0,37236.0,88342.0,1027505.0,25564.0,99838.0,1011439.0,48220.0,77573.0,1035894.0,52424.0,73457.0,1038298.0,9
218426.0,20162.0,1235557.0,209915.0,28643.0,1225423.0,217115.0,21605.0,1233359.0,207277.0,31439.0,1222785.0,198976.0,39380.0,1215451.0,209915.0,28643.0,1225423.0,195852.0,42804.0,1210508.0,207277.0,31439.0,1222785.0,180307.0,57749.0,1196199.0,182107.0,56157.0,1195372.0,174954.0,63619.0,1188044.0,176808.0,61829.0,1190075.0,162340.0,75386.0,1177682.0,155461.0,82425.0,1166577.0,154465.0,84003.0,1166010.0,147433.0,91101.0,1158556.0,145062.0,92322.0,1159868.0,131250.0,106208.0,1140271.0,134703.0,103641.0,1144722.0,119174.0,119232.0,1128209.0,0
146451.0,31909.0,2649004.0,122373.0,55965.0,2623215.0,147437.0,30995.0,2649832.0,151769.0,26662.0,2652611.0,116926.0,61320.0,2617947.0,122373.0,55965.0,2623215.0,118650.0,59743.0,2619351.0,151769.0,26662.0,2652611.0,89490.0,88647.0,2588976.0,73079.0,105106.0,2570698.0,91966.0,86375.0,2590986.0,129012.0,49377.0,2626631.0,65570.0,112465.0,2563514.0,40218.0,137806.0,2534626.0,69250.0,109041.0,2566587.0,108362.0,69970.0,2602770.0,49255.0,128690.0,2545646.0,30262.0,147610.0,2521452.0,54228.0,124016.0,2549879.0,91931.0,86346.0,2583121.0,8
146425.0,21829.0,949252.0,140749.0,27468.0,942037.0,153539.0,14798.0,955422.0,143224.0,25106.0,944512.0,125869.0,42241.0,928127.0,140749.0,27468.0,942037.0,139455.0,28820.0,939823.0,143224.0,25106.0,944512.0,106458.0,61492.0,908166.0,115142.0,52869.0,914349.0,125830.0,42372.0,924694.0,119871.0,48387.0,919078.0,88331.0,79452.0,889497.0,91512.0,76266.0,888670.0,112551.0,55570.0,909919.0,97950.0,70222.0,895108.0,72242.0,95368.0,872872.0,72422.0,95108.0,867549.0,99778.0,68262.0,895650.0,78417.0,89660.0,873544.0,5
209682.0,18696.0,1260317.0,201684.0,26654.0,1250586.0,207371.0,21149.0,1256935.0,198155.0,30364.0,1247057.0,191623.0,36508.0,1241665.0,201684.0,26654.0,1250586.0,186550.0,41870.0,1234457.0,198155.0,30364.0,1247057.0,174409.0,53420.0,1223913.0,175826.0,52165.0,1222481.0,166133.0,62144.0,1212437.0,168822.0,59591.0,1215477.0,157941.0,69565.0,1206929.0,151121.0,76425.0,1195640.0,146212.0,81887.0,1190954.0,140755.0,87509.0,1185274.0,142043.0,85121.0,1190535.0,128467.0,98578.0,1170915.0,127146.0,100746.0,1170366.0,114006.0,114073.0,1156454.0,0
130575.0,19259.0,1069199.0,121887.0,27913.0,1059095.0,135001.0,14961.0,1072892.0,129084.0,20874.0,1066292.0,112102.0,37495.0,1050122.0,121887.0,27913.0,1059095.0,120801.0,29090.0,1057314.0,129084.0,20874.0,1066292.0,94529.0,54793.0,1031985.0,95758.0,53734.0,1030987.0,107205.0,42596.0,1042361.0,109507.0,40371.0,1044736.0,77897.0,71120.0,1014820.0,72593.0,76534.0,1005906.0,94342.0,55359.0,1028153.0,90809.0,58968.0,1024122.0,62888.0,85840.0,999263.0,55462.0,93260.0,986904.0,82580.0,67011.0,1015058.0,73170.0,76495.0,1004612.0,10
195683.0,31103.0,2544364.0,185851.0,40924.0,2532845.0,201730.0,25262.0,2550140.0,188000.0,38990.0,2534994.0,166069.0,60452.0,2513382.0,185851.0,40924.0,2532845.0,177411.0,49556.0,2524165.0,188000.0,38990.0,2534994.0,137928.0,88302.0,2483900.0,147168.0,79317.0,2491141.0,153826.0,73115.0,2498957.0,151280.0,75682.0,2495253.0,111446.0,114483.0,2456087.0,111617.0,114551.0,2452631.0,131020.0,95887.0,2474560.0,116495.0,110437.0,2457509.0,88234.0,137399.0,2431539.0,85843.0,139995.0,2423937.0,109997.0,116866.0,2451974.0,86515.0,140379.0,2424614.0,7
93160.0,30327.0,1640590.0,83437.0,40038.0,1629588.0,107090.0,16583.0,1654417.0,95512.0,28147.0,1641663.0,64710.0,58459.0,1611090.0,83437.0,40038.0,1629588.0,92446.0,31200.0,1638510.0,95512.0,28147.0,1641663.0,39774.0,83032.0,1585152.0,48281.0,74849.0,1592122.0,79359.0,44244.0,1624175.0,70064.0,53547.0,1613905.0,24770.0,97722.0,1569103.0,26515.0,96209.0,1568111.0,68587.0,54970.0,1612158.0,48646.0,74898.0,1590242.0,20018.0,102271.0,1563190.0,19322.0,103042.0,1558635.0,60374.0,63132.0,1602705.0,34626.0,88842.0,1573939.0,11
157849.0,32820.0,3300976.0,138525.0,52119.0,3280827.0,164797.0,25965.0,3308903.0,161825.0,28934.0,3304126.0,126303.0,64229.0,3267647.0,138525.0,52119.0,3280827.0,140234.0,50500.0,3283156.0,161825.0,28934.0,3304126.0,96146.0,94233.0,3235724.0,90535.0,99944.0,3229873.0,117338.0,73366.0,3258586.0,135197.0,55528.0,3274533.0,68305.0,121922.0,3206114.0,52419.0,137877.0,3188322.0,96450.0,94231.0,3235924.0,110300.0,80388.0,3246200.0,46374.0,143709.0,3182406.0,33089.0,157032.0,3165456.0,80523.0,110132.0,3218232.0,89349.0,101311.0,3221712.0,12
178935.0,16077.0,1117381.0,172047.0,22950.0,1108858.0,177455.0,17673.0,1114929.0,169658.0,25468.0,1106469.0,163403.0,31441.0,1101225.0,172047.0,22950.0,1108858.0,160055.0,35041.0,1095915.0,169658.0,25468.0,1106469.0,148565.0,46075.0,1085800.0,149823.0,44974.0,1084399.0,142941.0,52110.0,1077203.0,145030.0,50059.0,1079606.0,134370.0,60031.0,1071053.0,128602.0,65946.0,1060998.0,126170.0,68829.0,1058844.0,121410.0,73628.0,1053806.0,120737.0,73410.0,1056885.0,109048.0,85209.0,1039311.0,109942.0,84995.0,1041040.0,98915.0,96065.0,1029178.0,0
90401.0,27028.0,1530544.0,82799.0,34612.0,1521653.0,103320.0,14401.0,1543136.0,91009.0,26711.0,1529863.0,64775.0,52262.0,1504042.0,82799.0,34612.0,1521653.0,90654.0,27041.0,1529193.0,91009.0,26711.0,1529863.0,41748.0,75010.0,1480030.0,51341.0,65652.0,1488045.0,79058.0,38598.0,1516335.0,66655.0,51033.0,1503359.0,26317.0,90226.0,1463552.0,28761.0,87914.0,1463223.0,69156.0,48448.0,1505185.0,46085.0,71554.0,1480547.0,20984.0,95408.0,1457109.0,19865.0,96543.0,1452039.0,61690.0,55854.0,1496474.0,32859.0,84716.0,1465033.0,11
179407.0,37115.0,2985654.0,157024.0,59466.0,2961481.0,186945.0,29727.0,2992994.0,185596.0,31074.0,2990053.0,143642.0,72655.0,2948340.0,157024.0,59466.0,2961481.0,158350.0,58286.0,2962614.0,185596.0,31074.0,2990053.0,109620.0,106445.0,2912776.0,102020.0,114209.0,2903146.0,131048.0,85549.0,2933532.0,156911.0,59720.0,2958037.0,78456.0,137395.0,2880052.0,59519.0,156439.0,2857328.0,106507.0,110059.0,2907204.0,129674.0,86915.0,2927483.0,54202.0,161451.0,2854222.0,38029.0,177684.0,2832498.0,88398.0,128140.0,2887304.0,106720.0,109835.0,2901189.0,12
201611.0,18146.0,1105578.0,193618.0,26111.0,1096033.0,198755.0,21143.0,1101842.0,190045.0,29851.0,1092460.0,184127.0,35423.0,1087468.0,193618.0,26111.0,1096033.0,177958.0,41880.0,1079534.0,190045.0,29851.0,1092460.0,167488.0,51822.0,1070241.0,168349.0,51113.0,1068630.0,157537.0,62225.0,1057632.0,161283.0,58542.0,1061564.0,151545.0,67510.0,1053728.0,144212.0,74934.0,1042429.0,137620.0,82051.0,1036261.0,133737.0,85996.0,1031954.0,136243.0,82551.0,1037864.0,122341.0,96459.0,1018541.0,118565.0,101009.0,1015768.0,107483.0,112140.0,1003683.0,0
147552.0,24443.0,1439674.0,139127.0,32844.0,1429608.0,150153.0,22015.0,1441416.0,139153.0,33014.0,1429634.0,124390.0,47366.0,1415777.0,139127.0,32844.0,1429608.0,129183.0,42933.0,1418842.0,139153.0,33014.0,1429634.0,102485.0,69016.0,1393154.0,108638.0,63042.0,1396783.0,109068.0,62987.0,1397151.0,108155.0,63953.0,1396300.0,82062.0,89202.0,1371997.0,81530.0,89834.0,1367386.0,90328.0,81663.0,1376869.0,79225.0,92814.0,1365081.0,64540.0,106521.0,1353710.0,62777.0,108286.0,1346364.0,74519.0,97406.0,1359554.0,56221.0,115744.0,1339808.0,0
581273.0,27524.0,2368649.0,560850.0,47925.0,2346574.0,581653.0,27256.0,2368999.0,586765.0,22108.0,2372489.0,554477.0,54145.0,2340285.0,560850.0,47925.0,2346574.0,554985.0,53891.0,2340692.0,586765.0,22108.0,2372489.0,528561.0,79851.0,2312839.0,515271.0,93296.0,2297791.0,529015.0,79819.0,2313094.0,566723.0,42067.0,2349243.0,503598.0,104579.0,2286375.0,472680.0,135635.0,2252047.0,503752.0,105033.0,2286212.0,547329.0,61366.0,2326696.0,479740.0,128180.0,2261040.0,432925.0,175106.0,2209179.0,479299.0,129427.0,2260154.0,528366.0,80223.0,2304620.0,13
188302.0,17427.0,1138633.0,180154.0,25562.0,1128771.0,185519.0,20387.0,1134725.0,177262.0,28639.0,1125880.0,171624.0,33871.0,1121411.0,180154.0,25562.0,1128771.0,165478.0,40399.0,1112996.0,177262.0,28639.0,1125880.0,155817.0,49419.0,1105087.0,155484.0,49972.0,1101869.0,145819.0,60018.0,1091673.0,149836.0,56029.0,1096225.0,140730.0,64226.0,1089505.0,131878.0,73284.0,1076082.0,126604.0,79188.0,1070802.0,123724.0,82092.0,1067937.0,126290.0,78375.0,1074581.0,110555.0,94289.0,1052608.0,108259.0,97484.0,1050808.0,99161.0,106600.0,1041230.0,0
165297.0,25435.0,1592290.0,146160.0,44540.0,1571734.0,167491.0,23321.0,1594191.0,171370.0,19438.0,1596944.0,141280.0,49307.0,1567179.0,146160.0,44540.0,1571734.0,145255.0,45508.0,1570555.0,171370.0,19438.0,1596944.0,118774.0,71637.0,1543611.0,105799.0,84707.0,1528882.0,124118.0,66586.0,1548029.0,153653.0,37102.0,1576733.0,97885.0,92358.0,1521653.0,70914.0,119357.0,1491551.0,104256.0,86382.0,1526785.0,136716.0,53975.0,1557345.0,79776.0,110307.0,1502466.0,51254.0,138783.0,1469447.0,86854.0,103714.0,1508006.0,121041.0,69578.0,1539219.0,14
572685.0,26046.0,2485018.0,553244.0,45461.0,2463844.0,573102.0,25736.0,2485327.0,577916.0,20914.0,2488516.0,547320.0,51253.0,2458057.0,553244.0,45461.0,2463844.0,547978.0,50820.0,2458488.0,577916.0,20914.0,2488516.0,522803.0,75586.0,2431972.0,510183.0,88324.0,2417475.0,523601.0,75144.0,2432413.0,559163.0,39614.0,2466455.0,499258.0,98924.0,2406884.0,470003.0,128267.0,2374034.0,500003.0,98671.0,2407137.0,540997.0,57712.0,2445028.0,476779.0,121181.0,2382878.0,432750.0,165242.0,2333567.0,477157.0,121430.0,2382630.0,523262.0,75359.0,2424079.0,13
